"","SampleNo","Amaranthus_retroflexus","Arenaria_serpyllifolia_agg.","Bellis_perennis","Brassica_napus","Bromus_hordeaceus","Capsella_bursa.pastoris","Cerastium_fontanum","Cerastium_glomeratum","Cerastium_holosteoides","Chenopodium_album","Cichorium_intybus","Cirsium_arvense","Convolvulus_arvensis","Crepis_capillaris","Dactylis_glomerata","Digitaria_sanguinalis","Echinocloa_crus.gali","Elymus_repens","Eragrostis_minor","Erigeron_canadensis","Erodium_spec.","Euphorbia_peplus","Festuca_arundinacea","Festuca_rubra","Galinsoga_parviflora","Geranium_molle","Geranium_pusillum","Hordeum_murinum","Hypericum_perforatum","Hypochaeris_radicata","Lamium_purpurea","Lolium_multiflorum_agg.","Lolium_perenne","Lotus_corniculatus","Matricaria_discoidea","Medicargo_x_varia","Persicaria_laxiflora","Phleum_pratense","Plantago_intermedia","Plantago_lanceolata","Poa_trivialis","Polygonum_aviculare","Portulaca_oleracea","Rumex_chrispus","Rumex_obtursifolia","Rumex_thyrsiflorus","Scorzoneroides_autumnalis","Silene_latifolia","Sonchus_oleraceus","Spergula_arvensis","Stellaria_media","Taraxacum_sec._ruderalia","Trifolium_hybridum","Trifolium_pratense","Trifolium_repens","Vicia_villosa","grass_sum","herb_sum","legume_sum","all_abundance","grass_prop","herb_prop","legume_prop","time","W","N","D","HM","MP","S","A","I","AF","SF","Lv","remark","richness_all","diversity_all","diversity_grass","diversity_herb","diversity_legume"
"61",61,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,50,50,0,20,47,100,167,0.119760479041916,0.281437125748503,0.598802395209581,0,0,1,0,0,1,0,1,1,0,0,4,"4",12,0.777725985155438,0.57,0.535083748302399,0.5
"62",62,0,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,60,50,0,21,67,110,198,0.106060606060606,0.338383838383838,0.555555555555556,0,0,0,1,0,0,0,0,0,0,0,1,"D",13,0.788286909499031,0.607709750566893,0.548451770995767,0.495867768595041
"63",63,0,0,0,0,0,0,0,0,0,1,20,0,0,0,1,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,70,40,0,21,42,110,173,0.121387283236994,0.242774566473988,0.635838150289017,0,0,0,0,0,0,0,0,0,1,0,1,"AF",13,0.756924721841692,0.607709750566893,0.658730158730159,0.462809917355372
"64",64,0,0,0,0,0,0,0,0,0,5,30,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,60,30,5,20,51,95,166,0.120481927710843,0.307228915662651,0.572289156626506,0,1,1,1,1,1,1,1,1,1,1,10,"10",13,0.791406590216287,0.57,0.595924644367551,0.498614958448753
"65",65,0,0,0,0,0,0,0,0,0,20,80,0,0,0,1,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,5,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,40,20,0,26,126,60,212,0.122641509433962,0.594339622641509,0.283018867924528,0,0,1,1,0,1,1,1,1,1,1,8,"8",14,0.790316838732645,0.707100591715976,0.544847568657093,0.444444444444444
"66",66,0,0,0,0,0,0,0,0,0,5,60,0,0,0,5,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,60,40,0,26,90,100,216,0.12037037037037,0.416666666666667,0.462962962962963,0,0,0,0,0,0,0,0,0,0,1,1,"SF",14,0.801783264746228,0.707100591715976,0.524691358024691,0.48
"67",67,5,0,0,0,0,0,0,0,0,1,20,0,0,0,1,0,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,1,0,5,0,0,0,0,0,0,0,0,0,0,70,70,0,27,56,140,223,0.121076233183857,0.251121076233184,0.62780269058296,0,1,1,1,1,1,1,1,1,1,1,10,"10",16,0.781314725813911,0.727023319615912,0.720663265306122,0.5
"68",68,0,0,0,0,0,0,0,0,0,5,50,0,0,0,1,0,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,1,0,5,0,0,0,0,0,0,0,0,0,0,60,50,0,27,75,110,212,0.127358490566038,0.35377358490566,0.518867924528302,0,0,1,0,0,0,0,0,0,0,0,1,"N",15,0.800329298682805,0.727023319615912,0.524444444444444,0.495867768595041
"69",69,0,0,0,0,0,0,0,0,0,1,30,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,21,46,120,187,0.112299465240642,0.245989304812834,0.641711229946524,0,0,0,0,1,0,0,0,0,0,0,1,"HM",13,0.761245674740484,0.607709750566893,0.53875236294896,0.5
"70",70,0,0,0,0,0,0,0,0,0,1,20,0,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,22,41,120,183,0.120218579234973,0.224043715846995,0.655737704918033,0,0,0,0,0,0,0,0,0,1,0,1,"AF",14,0.763355131535728,0.640495867768595,0.672218917311124,0.5
"71",71,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,21,60,120,201,0.104477611940299,0.298507462686567,0.597014925373134,0,0,0,0,0,0,0,0,1,0,0,1,"I",12,0.774188757704017,0.607709750566893,0.513888888888889,0.5
"72",72,0,0,0,0,0,0,0,0,0,1,50,0,0,0,1,1,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,60,50,0,27,81,110,218,0.123853211009174,0.371559633027523,0.504587155963303,0,0,0,0,0,0,0,0,0,0,1,1,"SF",15,0.805361501557108,0.727023319615912,0.5502210028959,0.495867768595041
"73",73,0,0,0,0,0,0,0,0,0,1,30,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,5,1,0,0,0,60,50,0,21,53,110,184,0.114130434782609,0.28804347826087,0.597826086956522,0,1,0,0,0,0,0,0,0,0,0,1,"W",15,0.783612948960303,0.607709750566893,0.625133499466002,0.495867768595041
"74",74,0,0,0,0,0,0,0,0,0,1,70,0,0,0,1,0,5,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,1,0,0,0,0,0,5,1,1,0,0,60,50,0,25,104,110,239,0.104602510460251,0.435146443514644,0.460251046025105,0,1,0,0,0,0,0,0,0,0,0,1,"W",16,0.796029481276588,0.6848,0.504992603550296,0.495867768595041
"75",75,0,0,0,0,0,1,0,0,0,1,40,0,0,0,1,0,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,60,40,0,26,68,100,194,0.134020618556701,0.350515463917526,0.515463917525773,0,0,0,0,0,0,1,0,0,0,0,1,"S",15,0.802688914868743,0.707100591715976,0.561418685121107,0.48
"76",76,0,0,0,0,0,0,0,0,0,5,60,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,16,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,50,30,0,25,85,80,190,0.131578947368421,0.447368421052632,0.421052631578947,0,0,0,1,1,1,0,1,0,0,0,4,"4",13,0.793351800554017,0.544,0.477508650519031,0.46875
"77",77,0,0,0,0,0,0,0,0,0,5,50,0,0,0,1,1,5,0,0,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,50,30,0,26,90,80,196,0.13265306122449,0.459183673469388,0.408163265306122,0,0,0,1,0,0,0,0,0,0,0,1,"D",14,0.826947105372761,0.707100591715976,0.623456790123457,0.46875
"78",78,1,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,1,0,1,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,20,0,0,0,0,0,0,1,0,0,0,60,40,0,26,62,100,188,0.138297872340426,0.329787234042553,0.531914893617021,0,0,0,0,1,0,0,0,1,0,0,2,"2",15,0.818922589406971,0.707100591715976,0.739334027055151,0.48
"79",79,0,0,0,0,0,1,0,0,0,1,30,0,0,0,1,0,1,0,5,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,1,10,1,0,1,0,0,0,0,0,0,1,1,0,0,60,60,0,27,51,120,198,0.136363636363636,0.257575757575758,0.606060606060606,0,0,0,0,0,0,0,0,0,1,0,1,"AF",19,0.784970921334558,0.727023319615912,0.603613994617455,0.5
"80",80,0,0,0,0,0,0,0,0,0,5,30,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,60,50,0,22,42,110,174,0.126436781609195,0.241379310344828,0.632183908045977,0,1,0,0,0,0,0,0,0,0,0,1,"W",14,0.761329105562161,0.640495867768595,0.46031746031746,0.495867768595041
"81",81,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,25,47,120,192,0.130208333333333,0.244791666666667,0.625,0,0,0,0,0,0,1,1,0,0,0,2,"2",13,0.771484375,0.6848,0.535083748302399,0.5
"82",82,0,0,0,0,0,0,0,0,0,1,30,0,0,0,1,1,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,60,60,0,23,43,120,186,0.123655913978495,0.231182795698925,0.645161290322581,0,1,1,1,1,1,1,1,1,1,1,10,"10",16,0.759278529309747,0.669187145557656,0.484586262844781,0.5
"83",83,0,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,22,61,120,203,0.108374384236453,0.300492610837438,0.591133004926108,0,0,0,0,0,0,0,1,0,0,0,1,"A",14,0.778567788589871,0.640495867768595,0.529427573233002,0.5
"84",84,0,0,0,0,0,0,0,0,0,5,50,0,0,0,1,0,5,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,60,50,0,25,71,110,206,0.121359223300971,0.344660194174757,0.533980582524272,0,0,0,0,1,0,0,0,0,0,1,2,"2",13,0.789141295126779,0.6848,0.474112279309661,0.495867768595041
"85",85,0,0,0,0,0,0,0,0,0,1,40,0,0,0,1,1,1,0,1,0,0,0,5,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,0,27,51,110,188,0.143617021276596,0.271276595744681,0.585106382978723,0,1,1,1,1,1,0,0,1,1,1,8,"8",14,0.775067904028972,0.727023319615912,0.365244136870434,0.495867768595041
"86",86,0,0,0,0,0,0,0,0,0,1,30,0,0,0,1,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,5,0,0,0,0,0,1,0,0,0,0,60,30,0,21,67,90,178,0.117977528089888,0.376404494382022,0.50561797752809,0,0,0,1,0,0,0,0,0,0,0,1,"D",14,0.80747380381265,0.607709750566893,0.682111828915126,0.444444444444444
"87",87,0,0,0,0,0,0,0,0,0,5,80,0,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,50,30,0,22,115,80,217,0.101382488479263,0.529953917050691,0.368663594470046,0,0,0,0,0,0,1,0,0,0,0,1,"S",14,0.778101042706364,0.640495867768595,0.480151228733459,0.46875
"88",88,0,0,0,0,0,0,0,0,0,5,80,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,60,50,0,20,110,110,240,0.0833333333333333,0.458333333333333,0.458333333333333,0,0,0,0,1,0,0,0,0,0,0,1,"HM",12,0.775659722222222,0.57,0.450413223140496,0.495867768595041
"89",89,0,0,0,0,0,0,0,0,0,1,30,0,0,0,1,0,5,0,5,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,10,0,0,0,0,0,0,5,0,0,0,60,50,0,30,66,110,206,0.145631067961165,0.320388349514563,0.533980582524272,0,0,0,0,0,0,0,0,0,0,0,0,"CT",15,0.822132151946461,0.753333333333333,0.718549127640037,0.495867768595041
"90",90,0,0,0,0,0,0,0,0,0,5,50,0,0,0,1,0,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,1,0,5,0,0,0,0,0,0,0,0,0,0,60,50,0,27,75,110,212,0.127358490566038,0.35377358490566,0.518867924528302,0,1,1,1,1,0,0,0,0,1,1,6,"6",15,0.800329298682805,0.727023319615912,0.524444444444444,0.495867768595041
"91",91,0,0,0,0,0,0,0,0,0,1,50,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,60,60,0,22,67,120,209,0.105263157894737,0.320574162679426,0.574162679425837,0,0,0,0,0,0,0,0,1,0,0,1,"I",14,0.771044618941874,0.640495867768595,0.414791713076409,0.5
"92",92,0,0,0,0,0,0,0,0,0,1,50,0,0,0,1,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,60,60,0,22,63,120,205,0.107317073170732,0.307317073170732,0.585365853658537,0,0,0,0,0,0,0,1,0,0,0,1,"A",15,0.763783462224866,0.640495867768595,0.3567649281935,0.5
"93",93,5,0,0,0,0,0,0,0,0,5,50,0,0,0,1,0,5,0,10,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,5,0,0,0,0,60,50,0,35,80,110,225,0.155555555555556,0.355555555555556,0.488888888888889,0,0,0,0,0,1,0,0,0,0,0,1,"MP",16,0.821293827160494,0.757551020408163,0.5859375,0.495867768595041
"94",94,1,0,0,0,0,0,0,0,0,1,50,0,0,0,1,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,10,0,0,0,0,1,0,5,1,0,5,0,0,0,0,0,0,0,0,0,0,60,50,0,27,67,110,204,0.132352941176471,0.32843137254902,0.53921568627451,0,0,0,0,0,0,0,0,0,1,0,1,"AF",15,0.785515186466744,0.65843621399177,0.425930051236355,0.495867768595041
"95",95,0,0,0,0,0,0,0,0,0,1,50,0,0,0,1,0,5,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,5,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,60,60,0,29,67,120,216,0.134259259259259,0.310185185185185,0.555555555555556,0,1,1,0,1,0,0,0,0,1,0,4,"4",13,0.784636488340192,0.737217598097503,0.414791713076409,0.5
"96",96,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,60,40,0,20,47,100,167,0.119760479041916,0.281437125748503,0.598802395209581,0,0,0,0,0,0,0,0,0,0,1,1,"SF",12,0.770554698985263,0.57,0.535083748302399,0.48
"97",97,10,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,50,30,0,20,96,80,196,0.102040816326531,0.489795918367347,0.408163265306122,0,0,1,1,0,0,0,1,1,1,1,6,"6",13,0.774885464389838,0.57,0.44921875,0.46875
"98",98,0,0,0,0,0,0,0,0,0,5,80,0,0,0,1,0,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,40,20,0,25,115,60,200,0.125,0.575,0.3,0,0,0,0,0,1,0,0,0,0,0,1,"MP",13,0.7732,0.6848,0.480151228733459,0.444444444444444
"99",99,0,0,0,0,0,0,0,0,0,1,80,0,0,0,1,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,10,0,0,0,0,60,50,0,21,116,110,247,0.0850202429149798,0.469635627530364,0.445344129554656,0,1,0,1,1,1,0,0,1,1,0,6,"6",14,0.786933075447885,0.607709750566893,0.500148632580262,0.495867768595041
"100",100,0,0,0,0,0,0,0,0,0,20,20,0,0,0,1,0,1,0,5,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,1,0,0,0,60,50,0,26,66,110,202,0.128712871287129,0.326732673267327,0.544554455445545,0,0,0,0,0,0,0,0,0,0,0,0,"CT",15,0.820507793353593,0.707100591715976,0.764462809917355,0.495867768595041
"101",101,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0,0,1,0,5,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,1,5,0,0,0,0,0,1,0,0,0,0,60,50,0,25,82,110,217,0.115207373271889,0.377880184331797,0.506912442396313,0,1,1,1,1,1,1,1,1,1,1,10,"10",15,0.820573807046232,0.6848,0.67995240928019,0.495867768595041
"102",102,5,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,22,66,120,208,0.105769230769231,0.317307692307692,0.576923076923077,0,1,0,0,0,0,1,1,0,0,1,4,"4",15,0.788507766272189,0.640495867768595,0.59228650137741,0.5
"103",103,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,60,50,0,20,57,110,187,0.106951871657754,0.304812834224599,0.588235294117647,0,0,1,0,0,0,0,0,0,0,0,1,"N",12,0.771254539735194,0.57,0.468451831332718,0.495867768595041
"104",104,0,0,0,0,0,0,0,0,0,1,50,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,1,0,0,0,0,50,40,0,21,67,90,178,0.117977528089888,0.376404494382022,0.50561797752809,0,0,1,1,1,1,0,1,0,1,0,6,"6",14,0.783802550183058,0.607709750566893,0.425930051236356,0.493827160493827
"105",105,1,0,0,0,0,0,0,0,0,1,30,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,10,0,0,0,0,60,60,0,20,57,120,197,0.101522842639594,0.289340101522843,0.609137055837564,0,0,0,0,0,0,0,1,0,0,0,1,"A",14,0.782292767141642,0.57,0.668513388734995,0.5
"106",106,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,5,0,1,0,0,0,5,0,5,0,0,0,0,0,0,11,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,50,40,0,28,91,90,209,0.133971291866029,0.435406698564593,0.430622009569378,0,1,1,1,1,1,1,1,1,1,1,10,"10",13,0.785971017147043,0.747448979591837,0.390049510928632,0.493827160493827
"107",107,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,60,60,0,24,42,120,186,0.129032258064516,0.225806451612903,0.645161290322581,0,1,1,1,1,1,1,1,1,1,1,10,"10",12,0.758700427795121,0.659722222222222,0.46031746031746,0.5
"108",108,0,0,0,0,0,0,0,0,0,1,60,0,0,0,1,0,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,10,0,0,0,0,50,40,0,26,91,90,207,0.1256038647343,0.439613526570048,0.434782608695652,0,0,0,0,0,0,1,0,0,0,0,1,"S",15,0.809820532567854,0.707100591715976,0.534959545948557,0.493827160493827
"109",109,0,0,0,0,0,0,0,0,0,5,60,0,0,0,5,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,1,50,40,0,25,85,91,201,0.124378109452736,0.422885572139304,0.45273631840796,0,0,0,0,0,0,0,0,0,0,1,1,"SF",14,0.800178213410559,0.6848,0.477508650519031,0.504769955319406
"110",110,0,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,5,0,1,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,1,0,0,0,0,0,1,0,0,0,0,40,30,0,26,73,70,169,0.153846153846154,0.431952662721893,0.414201183431953,0,0,0,1,0,0,0,0,0,0,0,1,"D",15,0.831903644830363,0.707100591715976,0.605366860574217,0.489795918367347
"111",111,5,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,1,0,1,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,21,60,120,201,0.104477611940299,0.298507462686567,0.597014925373134,0,0,0,0,0,0,0,1,0,0,0,1,"A",14,0.798940620281676,0.607709750566893,0.791666666666667,0.5
"112",112,1,0,0,0,0,0,0,0,0,20,50,0,0,0,1,0,1,0,10,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,60,50,0,31,91,110,232,0.133620689655172,0.392241379310345,0.474137931034483,0,0,0,0,0,0,1,0,1,0,0,2,"2",15,0.824910820451843,0.715920915712799,0.63156623596184,0.495867768595041
"113",113,0,0,0,0,0,0,0,0,0,1,30,0,0,0,1,0,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,1,0,0,0,0,70,60,0,25,52,130,207,0.120772946859903,0.251207729468599,0.628019323671498,0,0,0,0,1,0,0,0,0,0,0,1,"HM",14,0.772480104553198,0.6848,0.61094674556213,0.497041420118343
"114",114,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,10,5,0,0,0,0,0,1,0,0,0,0,60,50,0,20,72,110,202,0.099009900990099,0.356435643564356,0.544554455445545,0,0,1,1,0,1,1,0,0,0,0,4,"4",14,0.810704832859524,0.57,0.719907407407407,0.495867768595041
"115",115,0,0,0,0,0,0,0,0,0,1,50,0,0,0,1,0,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,5,0,0,0,0,60,50,0,26,71,110,207,0.1256038647343,0.342995169082126,0.531400966183575,0,1,1,1,1,0,1,0,1,1,1,8,"8",15,0.792317206935985,0.707100591715976,0.484030946240825,0.495867768595041
"116",116,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,1,0,0,0,0,50,60,0,22,46,110,178,0.123595505617978,0.258426966292135,0.617977528089888,0,1,1,1,1,1,0,0,1,1,1,8,"8",14,0.771177881580609,0.640495867768595,0.53875236294896,0.495867768595041
"117",117,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,60,40,0,24,76,100,200,0.12,0.38,0.5,0,0,0,0,1,0,0,0,0,0,0,1,"HM",12,0.7732,0.659722222222222,0.363573407202216,0.48
"118",118,0,0,0,0,0,0,0,0,0,5,50,0,0,0,1,0,0,0,5,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,1,0,0,0,0,60,60,0,25,76,120,221,0.113122171945701,0.343891402714932,0.542986425339366,0,0,0,0,0,0,0,0,0,0,0,0,"CT",14,0.793759341536824,0.6848,0.536703601108033,0.5
"119",119,0,0,0,0,0,0,0,0,0,5,60,0,0,0,5,0,1,0,1,0,0,0,5,0,5,0,0,0,0,0,0,11,5,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,60,40,0,29,95,100,224,0.129464285714286,0.424107142857143,0.446428571428571,0,0,0,0,0,0,1,0,0,0,0,1,"S",14,0.811184630102041,0.763376932223543,0.548476454293629,0.48
"120",120,0,0,0,0,0,0,0,0,0,1,70,0,0,0,1,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,21,96,60,177,0.11864406779661,0.542372881355932,0.338983050847458,0,0,0,0,0,1,0,0,0,0,0,1,"MP",12,0.760637109387468,0.607709750566893,0.422092013888889,0.444444444444444
"121",121,0,0,0,0,0,0,0,1,0,1,60,0,0,0,1,0,5,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,60,50,0,26,88,110,224,0.116071428571429,0.392857142857143,0.491071428571429,0,1,1,0,0,0,0,1,1,1,1,6,"6",15,0.794204400510204,0.707100591715976,0.479855371900826,0.495867768595041
"122",122,0,0,0,0,0,0,0,0,0,5,20,0,0,0,1,0,1,0,5,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,26,40,120,186,0.139784946236559,0.21505376344086,0.645161290322581,0,0,0,0,1,0,0,0,0,0,0,1,"HM",13,0.77026245808764,0.707100591715976,0.65625,0.5
"123",123,0,0,0,0,0,1,0,0,0,10,40,0,0,0,1,0,1,0,20,0,0,0,1,0,5,0,0,0,0,0,0,11,5,0,0,0,0,1,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,70,40,0,40,86,110,236,0.169491525423729,0.364406779661017,0.466101694915254,0,0,0,1,0,0,0,0,0,0,0,1,"D",15,0.833453030738294,0.65625,0.699026500811249,0.462809917355372
"124",124,1,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,10,19,47,130,196,0.0969387755102041,0.239795918367347,0.663265306122449,0,1,0,0,0,1,0,1,1,1,1,6,"6",13,0.789202415660142,0.526315789473684,0.716161158895428,0.568047337278107
