"year","response","response_label","SampleNo","Amaranthus_retroflexus","Arenaria_serpyllifolia_agg.","Bellis_perennis","Brassica_napus","Bromus_hordeaceus","Capsella_bursa.pastoris","Cerastium_fontanum","Cerastium_glomeratum","Cerastium_holosteoides","Chenopodium_album","Cichorium_intybus","Cirsium_arvense","Convolvulus_arvensis","Crepis_capillaris","Dactylis_glomerata","Digitaria_sanguinalis","Echinocloa_crus.gali","Elymus_repens","Eragrostis_minor","Erigeron_canadensis","Erodium_spec.","Euphorbia_peplus","Festuca_arundinacea","Festuca_rubra","Galinsoga_parviflora","Geranium_molle","Geranium_pusillum","Hordeum_murinum","Hypericum_perforatum","Hypochaeris_radicata","Lamium_purpurea","Lolium_multiflorum_agg.","Lolium_perenne","Lotus_corniculatus","Matricaria_discoidea","Medicargo_x_varia","Persicaria_laxiflora","Phleum_pratense","Plantago_intermedia","Plantago_lanceolata","Poa_trivialis","Polygonum_aviculare","Portulaca_oleracea","Rumex_chrispus","Rumex_obtursifolia","Rumex_thyrsiflorus","Scorzoneroides_autumnalis","Silene_latifolia","Sonchus_oleraceus","Spergula_arvensis","Stellaria_media","Taraxacum_sec._ruderalia","Trifolium_hybridum","Trifolium_pratense","Trifolium_repens","Vicia_villosa","grass_sum","herb_sum","legume_sum","all_abundance","grass_prop","herb_prop","legume_prop","time","W","N","D","HM","MP","S","A","I","AF","SF","Lv","remark","richness_all","diversity_all","diversity_grass","diversity_herb","diversity_legume","shannon_all","evenness_all","simpson_all","shannon_grass","evenness_grass","simpson_grass","shannon_herb","evenness_herb","simpson_herb","shannon_legume","evenness_legume","simpson_legume","biomass","year.1",".__rowid","E1","E2","E3","E_RF"
"2022","richness_all","Plant richness",111,0,0,0,0,0,1,0,0,0,10,40,0,0,0,10,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,10,5,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,40,20,0,35,67,60,162,0.216049382716049,0.41358024691358,0.37037037037037,"1",0,0,0,0,0,0,1,0,0,0,1,"1",12,0.841792409693644,0.73469387755102,0.593005123635554,0.444444444444444,2.08606154773709,0.839492923372015,0.841792409693644,1.35178399428965,0.975106032457373,0.73469387755102,1.19493038675501,0.666903346836964,0.593005123635554,0.636514168294813,0.91829583405449,0.444444444444444,158.1,"2022",213,-0.951428571428571,-0.968035714285714,-0.95,-0.968035714285714
"2022","richness_all","Plant richness",113,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,20,5,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,40,10,0,40,42,50,132,0.303030303030303,0.318181818181818,0.378787878787879,"1",0,0,0,1,0,0,0,0,0,0,1,"1",11,0.816230486685032,0.65625,0.46031746031746,0.32,1.94533067111618,0.811265901886516,0.816230486685032,1.2130075659799,0.875,0.65625,0.925043414135615,0.574761789186752,0.46031746031746,0.500402423538188,0.721928094887362,0.32,70.5,"2022",214,-0.904107142857143,-1.0475,-0.71125,-1.0475
"2022","richness_all","Plant richness",117,0,0,0,0,0,0,0,0,0,5,60,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,5,0,0,0,0,0,40,5,0,30,90,45,165,0.181818181818182,0.545454545454545,0.272727272727273,"1",0,0,0,1,0,0,0,0,0,0,1,"1",13,0.793388429752066,0.777777777777778,0.530864197530864,0.197530864197531,2.00478026288665,0.781606177546806,0.793388429752066,1.56071040904141,0.969723899868247,0.777777777777778,1.15675097130862,0.645595009360815,0.530864197530864,0.348832095843032,0.503258334775646,0.197530864197531,75.2,"2022",215,-0.904107142857143,-1.0475,-0.71125,-1.0475
"2022","richness_all","Plant richness",119,0,0,0,0,0,0,0,0,0,1,40,0,1,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,10,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,30,10,0,45,52,40,137,0.328467153284672,0.37956204379562,0.291970802919708,"1",0,0,0,0,0,1,0,0,0,0,1,"1",12,0.828067558207683,0.71604938271605,0.38905325443787,0.375,2.03097804439575,0.817325690914394,0.828067558207683,1.42706104338072,0.886682880001534,0.71604938271605,0.804136847641072,0.499638315606038,0.38905325443787,0.562335144618808,0.811278124459133,0.375,112.3,"2022",216,0.400178571428571,0.395178571428571,0.481071428571429,0.395178571428571
"2022","richness_all","Plant richness",120,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,40,5,0,0,0,0,5,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,20,5,0,65,55,25,145,0.448275862068966,0.379310344827586,0.172413793103448,"1",0,0,0,0,1,0,0,0,0,0,1,"1",11,0.841854934601665,0.579881656804734,0.628099173553719,0.32,2.08832515148143,0.870899231993702,0.841854934601665,1.17865499634165,0.732339525020296,0.579881656804734,1.16851840574309,0.842907854576515,0.628099173553719,0.500402423538188,0.721928094887362,0.32,195.5,"2022",217,0.815,0.869464285714286,0.9975,0.869464285714286
"2022","richness_all","Plant richness",122,0,0,0,0,0,0,0,0,0,10,40,0,0,0,10,0,1,0,10,0,0,0,5,0,5,5,0,0,0,0,0,10,5,0,0,0,0,10,0,5,0,0,10,0,0,0,0,0,0,0,1,0,0,50,10,0,51,76,60,187,0.272727272727273,0.406417112299465,0.320855614973262,"1",0,0,0,1,0,0,0,0,0,0,1,"1",16,0.859103777631617,0.826605151864667,0.675207756232687,0.277777777777778,2.31895229195405,0.836385242915051,0.859103777631617,1.81030047891839,0.930310415307325,0.826605151864667,1.46562217303699,0.753180805264062,0.675207756232687,0.450561208866305,0.650022421648354,0.277777777777778,101.3,"2022",218,-0.904107142857143,-1.0475,-0.71125,-1.0475
"2022","richness_all","Plant richness",123,0,0,0,0,0,0,0,0,0,5,20,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,25,35,10,70,0.357142857142857,0.5,0.142857142857143,"1",0,0,1,0,0,0,0,0,0,0,1,"1",10,0.857142857142857,0.8,0.612244897959184,0,2.14395220064387,0.931106610203966,0.857142857142857,1.6094379124341,1,0.8,1.15374194270109,0.832248889600231,0.612244897959184,0,NA,0,29.2,"2022",219,-2.23839285714286,-2.335,-2.4175,-2.335
"2022","richness_all","Plant richness",127,0,0,0,0,0,0,0,0,0,0,60,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,30,30,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,1,0,0,0,0,60,5,0,75,76,65,216,0.347222222222222,0.351851851851852,0.300925925925926,"1",0,0,0,0,0,0,1,0,0,0,1,"1",12,0.803326474622771,0.666666666666667,0.363573407202216,0.142011834319526,1.89507693869539,0.762635062712344,0.803326474622771,1.27464262571977,0.791979992438483,0.666666666666667,0.780703834762153,0.48507856608238,0.363573407202216,0.271189373041844,0.391243563629256,0.142011834319526,172.1,"2022",220,-0.951428571428571,-0.968035714285714,-0.95,-0.968035714285714
"2022","richness_all","Plant richness",131,0,0,0,0,0,0,0,0,0,0,40,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,30,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,5,0,0,0,0,5,5,0,55,65,10,130,0.423076923076923,0.5,0.0769230769230769,"1",0,0,0,0,0,0,1,0,0,0,1,"1",12,0.828402366863905,0.644628099173554,0.579881656804734,0.5,2.09814738913507,0.844356623744425,0.828402366863905,1.2945451658449,0.8043461359047,0.644628099173554,1.17865499634165,0.732339525020296,0.579881656804734,0.693147180559945,1,0.5,177.8,"2022",221,-0.951428571428571,-0.968035714285714,-0.95,-0.968035714285714
"2022","richness_all","Plant richness",132,0,0,0,0,0,0,0,0,0,10,40,0,0,0,20,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,30,5,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,0,0,5,0,0,20,5,0,65,75,25,165,0.393939393939394,0.454545454545455,0.151515151515152,"1",0,1,0,0,0,0,0,0,0,0,1,"1",13,0.865013774104683,0.674556213017751,0.666666666666667,0.32,2.24653687176933,0.875860127699624,0.865013774104683,1.31143133747324,0.814838104248358,0.674556213017751,1.41417546405698,0.789266354298241,0.666666666666667,0.500402423538188,0.721928094887362,0.32,257.3,"2022",222,-0.223214285714286,-0.361964285714286,-0.174285714285714,-0.361964285714286
"2022","richness_all","Plant richness",134,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,70,10,0,45,50,80,175,0.257142857142857,0.285714285714286,0.457142857142857,"1",0,1,0,0,0,0,0,0,0,0,1,"1",12,0.78530612244898,0.71604938271605,0.6,0.21875,1.95491590158366,0.78671603287409,0.78530612244898,1.42706104338072,0.886682880001534,0.71604938271605,1.22752941145721,0.762706906537766,0.6,0.376770161256437,0.543564443199596,0.21875,266.1,"2022",223,-0.223214285714286,-0.361964285714286,-0.174285714285714,-0.361964285714286
"2022","richness_all","Plant richness",135,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,60,5,0,45,40,65,150,0.3,0.266666666666667,0.433333333333333,"1",0,0,0,0,0,0,0,0,0,1,1,"1",10,0.771111111111111,0.71604938271605,0.40625,0.142011834319526,1.8178337677147,0.78947517433589,0.771111111111111,1.42706104338072,0.886682880001534,0.71604938271605,0.735621939758795,0.669591945535779,0.40625,0.271189373041844,0.391243563629256,0.142011834319526,260.8,"2022",224,-0.887142857142857,-0.804464285714286,-0.902857142857143,-0.804464285714286
"2022","richness_all","Plant richness",136,0,0,0,0,0,0,0,0,0,0,50,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,30,0,0,35,65,30,130,0.269230769230769,0.5,0.230769230769231,"1",0,0,0,1,0,0,0,0,0,0,1,"1",9,0.775147928994083,0.775510204081633,0.378698224852071,0,1.799046890765,0.818781525257676,0.775147928994083,1.5498260458782,0.962961064794514,0.775510204081633,0.687092027379972,0.625418115623811,0.378698224852071,0,NA,0,139.7,"2022",225,-0.904107142857143,-1.0475,-0.71125,-1.0475
"2022","richness_all","Plant richness",137,0,0,0,0,0,0,0,0,0,0,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,10,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,80,20,0,35,50,100,185,0.189189189189189,0.27027027027027,0.540540540540541,"1",0,0,0,0,0,0,0,0,1,0,1,"1",10,0.745069393718042,0.775510204081633,0.34,0.32,1.7375471543741,0.75460714119137,0.745069393718042,1.5498260458782,0.962961064794514,0.775510204081633,0.639031859650177,0.581671865717887,0.34,0.500402423538188,0.721928094887362,0.32,284.2,"2022",226,-1.13446428571429,-1.10214285714286,-1.08857142857143,-1.10214285714286
"2022","richness_all","Plant richness",139,0,0,0,0,0,0,0,0,0,1,60,0,0,0,5,0,0,0,1,0,0,1,5,0,10,0,0,0,0,0,0,30,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,51,77,10,138,0.369565217391304,0.557971014492754,0.072463768115942,"1",0,0,0,0,0,0,0,1,0,0,1,"1",12,0.746481831547994,0.615148019992311,0.371394838927306,0,1.78244031665051,0.717306751463914,0.746481831547994,1.29996916804694,0.725526606875981,0.615148019992311,0.749861081263593,0.465914885855714,0.371394838927306,0,NA,0,128.5,"2022",227,-1.29589285714286,-1.16142857142857,-1.29857142857143,-1.16142857142857
"2022","richness_all","Plant richness",144,0,0,0,0,0,0,0,0,0,0,80,0,0,0,5,0,0,0,5,0,0,0,5,0,5,10,0,0,0,0,0,30,5,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,40,5,0,55,105,45,205,0.268292682926829,0.51219512195122,0.219512195121951,"1",0,0,0,0,0,0,1,0,0,0,1,"1",12,0.779298036882808,0.661157024793389,0.399092970521542,0.197530864197531,1.89600871482911,0.763010037013207,0.779298036882808,1.4205719259467,0.792836287651227,0.661157024793389,0.800045853053124,0.577111092341761,0.399092970521542,0.348832095843032,0.503258334775646,0.197530864197531,174.9,"2022",228,-0.951428571428571,-0.968035714285714,-0.95,-0.968035714285714
"2022","richness_all","Plant richness",145,0,0,0,0,0,0,0,0,0,0,50,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,60,10,0,30,60,70,160,0.1875,0.375,0.4375,"1",0,0,0,0,0,0,0,1,0,0,1,"1",10,0.748046875,0.777777777777778,0.291666666666667,0.244897959183674,1.72769466999859,0.750328261594049,0.748046875,1.56071040904141,0.969723899868247,0.777777777777778,0.566085738959629,0.515273445235094,0.291666666666667,0.410116318288409,0.591672778582327,0.244897959183674,171.1,"2022",229,-1.29589285714286,-1.16142857142857,-1.29857142857143,-1.16142857142857
"2022","richness_all","Plant richness",146,0,0,0,0,0,0,0,0,0,0,40,0,0,0,20,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,30,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,60,10,0,70,55,70,195,0.358974358974359,0.282051282051282,0.358974358974359,"1",0,1,0,0,0,0,0,0,0,0,1,"1",11,0.82051282051282,0.704081632653061,0.446280991735537,0.244897959183674,1.98349151502753,0.827180209881634,0.82051282051282,1.37605528526042,0.854991220617689,0.704081632653061,0.885574151576672,0.638806718409558,0.446280991735537,0.410116318288409,0.591672778582327,0.244897959183674,194.6,"2022",230,-0.223214285714286,-0.361964285714286,-0.174285714285714,-0.361964285714286
"2022","richness_all","Plant richness",150,0,0,0,0,0,0,0,0,0,0,30,0,0,0,5,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,20,10,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,70,10,0,45,55,80,180,0.25,0.305555555555556,0.444444444444444,"1",0,0,0,0,0,1,0,0,0,0,1,"1",11,0.79320987654321,0.71604938271605,0.628099173553719,0.21875,1.95052687404108,0.813432886818611,0.79320987654321,1.42706104338072,0.886682880001534,0.71604938271605,1.16851840574309,0.842907854576515,0.628099173553719,0.376770161256437,0.543564443199596,0.21875,150.3,"2022",231,0.400178571428571,0.395178571428571,0.481071428571429,0.395178571428571
"2022","richness_all","Plant richness",152,0,0,0,0,0,0,0,0,0,0,40,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,25,50,6,81,0.308641975308642,0.617283950617284,0.0740740740740741,"1",0,0,1,0,0,0,0,0,0,0,1,"1",8,0.710257582685566,0.72,0.32,0.277777777777778,1.60684868216478,0.772730875072698,0.710257582685566,1.33217904021012,0.960964047443681,0.72,0.500402423538188,0.721928094887362,0.32,0.450561208866305,0.650022421648354,0.277777777777778,67.3,"2022",232,-2.23839285714286,-2.335,-2.4175,-2.335
"2022","richness_all","Plant richness",153,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,20,0,0,5,0,0,0,0,0,1,0,0,0,0,40,5,0,35,66,45,146,0.23972602739726,0.452054794520548,0.308219178082192,"1",0,0,0,0,1,0,0,0,0,0,1,"1",13,0.846312629011072,0.775510204081633,0.684113865932048,0.197530864197531,2.16245748554001,0.843079992690434,0.846312629011072,1.5498260458782,0.962961064794514,0.775510204081633,1.37007692979224,0.764654493709758,0.684113865932048,0.348832095843032,0.503258334775646,0.197530864197531,185.2,"2022",233,0.815,0.869464285714286,0.9975,0.869464285714286
"2022","richness_all","Plant richness",154,0,0,0,0,0,1,0,0,0,5,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,20,5,0,40,66,25,131,0.305343511450382,0.50381679389313,0.190839694656489,"1",0,0,0,0,0,0,1,0,0,0,1,"1",14,0.845521822737603,0.6875,0.60376492194674,0.32,2.21980522603762,0.841135658982158,0.845521822737603,1.38629436111989,0.861353116146786,0.6875,1.34433465148991,0.690851348990882,0.60376492194674,0.500402423538188,0.721928094887362,0.32,190,"2022",234,-0.951428571428571,-0.968035714285714,-0.95,-0.968035714285714
"2022","biomass","Plant biomass",5,0,0,0,0,0,0,0,0,0,0,30,0,0,0,5,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26,38,0,64,0.40625,0.59375,0,"1",1,1,1,1,1,1,1,1,1,1,10,"10",10,0.73046875,0.739644970414201,0.357340720221606,NA,1.70184354228956,0.739101259479039,0.73046875,1.44396501431179,0.897185907673786,0.739644970414201,0.74066218572546,0.460199290698508,0.357340720221606,NA,NA,NA,12.4,"2022",5,-117.005267857143,-67.5514422960034,-21.7305678571429,-21.7305678571429
"2022","biomass","Plant biomass",10,0,0,0,0,0,0,0,0,0,1,30,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,0,56,0.357142857142857,0.642857142857143,0,"1",1,1,1,1,1,1,1,1,1,1,10,"10",7,0.672831632653061,0.75,0.285493827160494,NA,1.48478259679377,0.763027315271773,0.672831632653061,1.38629436111989,1,0.75,0.525654743677356,0.478471567357604,0.285493827160494,NA,NA,NA,4.4,"2022",10,-117.005267857143,-67.5514422960034,-21.7305678571429,-21.7305678571429
"2022","biomass","Plant biomass",11,0,0,0,0,0,0,0,0,0,1,40,0,0,0,5,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,10,5,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,1,0,0,10,5,0,25,65,15,105,0.238095238095238,0.619047619047619,0.142857142857143,"1",1,0,0,0,0,0,0,0,1,0,2,"2",13,0.79092970521542,0.72,0.525443786982248,0.444444444444444,1.93291002878419,0.753586039880779,0.79092970521542,1.33217904021012,0.960964047443681,0.72,0.982543829347371,0.504927645207241,0.525443786982248,0.636514168294813,0.91829583405449,0.444444444444444,23.2,"2022",11,-79.6891642857143,-73.7748449963199,-69.7193107142857,-69.7193107142857
"2022","biomass","Plant biomass",13,0,0,0,0,0,0,0,0,0,1,30,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,20,5,0,0,0,0,5,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,10,5,0,40,44,15,99,0.404040404040404,0.444444444444444,0.151515151515152,"1",0,0,1,0,0,0,1,0,0,0,2,"2",13,0.833792470156106,0.6875,0.481404958677686,0.444444444444444,2.08766311688532,0.813919819045248,0.833792470156106,1.38629436111989,0.861353116146786,0.6875,0.941876625286327,0.525671353472526,0.481404958677686,0.636514168294813,0.91829583405449,0.444444444444444,66.2,"2022",13,-46.728675,-63.8964115907226,-54.7603464285714,-54.7603464285714
"2022","biomass","Plant biomass",14,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,30,20,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,75,50,0,125,0.6,0.4,0,"1",1,1,0,1,0,1,1,1,1,1,8,"8",10,0.8384,0.728888888888889,0.6,NA,2.02612063296996,0.879933010569178,0.8384,1.43682866896303,0.89275184700352,0.728888888888889,1.22752941145721,0.762706906537766,0.6,NA,NA,NA,132.4,"2022",14,0.148728571428582,-49.4424385568822,-24.7482964285714,-24.7482964285714
"2022","biomass","Plant biomass",15,0,0,0,0,0,0,0,0,0,1,40,0,0,0,10,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,36,47,6,89,0.404494382022472,0.528089887640449,0.0674157303370786,"1",0,0,1,1,0,1,1,0,0,0,4,"4",11,0.750157808357531,0.748456790123457,0.263467632412857,0.277777777777778,1.78330716028393,0.743696849697191,0.750157808357531,1.44116498423411,0.895446151168707,0.748456790123457,0.539458926673294,0.389137359137422,0.263467632412857,0.450561208866305,0.650022421648354,0.277777777777778,41.2,"2022",15,-104.888342857143,-86.3822931349424,-52.2510142857143,-52.2510142857143
"2022","biomass","Plant biomass",16,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,20,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10,5,0,60,45,15,120,0.5,0.375,0.125,"1",0,0,0,1,0,1,0,1,0,1,4,"4",11,0.857638888888889,0.736111111111111,0.518518518518519,0.444444444444444,2.15249131257431,0.89765859960278,0.857638888888889,1.44518587894808,0.897944473522682,0.736111111111111,1.00271826451752,0.723308333814104,0.518518518518519,0.636514168294813,0.91829583405449,0.444444444444444,107.9,"2022",16,-30.5056642857143,-20.1375002775917,-6.52400357142857,-6.52400357142857
"2022","biomass","Plant biomass",18,0,0,0,0,0,0,0,0,0,5,50,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,30,65,10,105,0.285714285714286,0.619047619047619,0.0952380952380952,"1",0,0,1,1,0,0,0,0,0,0,2,"2",11,0.743764172335601,0.777777777777778,0.390532544378698,0.5,1.88203932862531,0.784871361971097,0.743764172335601,1.56071040904141,0.969723899868247,0.777777777777778,0.793730055158425,0.572555207190791,0.390532544378698,0.693147180559945,1,0.5,38.6,"2022",18,-122.342046428571,-92.3903501168565,-70.4575142857143,-70.4575142857143
"2022","biomass","Plant biomass",20,0,0,0,0,0,0,0,0,0,0,50,0,0,0,20,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,0,0,0,0,0,5,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,50,61,5,116,0.431034482758621,0.525862068965517,0.0431034482758621,"1",1,0,0,1,1,0,1,1,1,0,6,"6",9,0.745392390011891,0.66,0.314431604407417,0,1.68750063055102,0.768014634442532,0.745392390011891,1.19354960409813,0.860964047443681,0.66,0.640455349488913,0.461990878309231,0.314431604407417,0,NA,0,86,"2022",20,-105.147110714286,-73.7072477721349,-62.00025,-62.00025
"2022","biomass","Plant biomass",24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,20,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,0,71,0.845070422535211,0.154929577464789,0,"1",1,1,1,1,1,0,0,1,1,1,8,"8",8,0.801428288038088,0.75,0.165289256198347,NA,1.79727283308664,0.86430553447285,0.801428288038088,1.56071040904141,0.871049064255153,0.75,0.304636097349238,0.439496986921513,0.165289256198347,NA,NA,NA,44.8,"2022",24,-127.966410714286,-89.8994756251397,-21.772775,-21.772775
"2022","biomass","Plant biomass",32,0,0,0,0,0,0,0,1,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,30,51,5,86,0.348837209302326,0.593023255813954,0.0581395348837209,"1",0,0,1,0,0,1,1,1,1,1,6,"6",11,0.827474310438075,0.722222222222222,0.615148019992311,0,2.07739438642863,0.866340748903638,0.827474310438075,1.32966134885476,0.959147917027245,0.722222222222222,1.29996916804694,0.725526606875981,0.615148019992311,0,NA,0,9.4,"2022",32,-43.4871035714286,-47.4386143539371,-34.4856178571429,-34.4856178571429
"2022","biomass","Plant biomass",33,0,0,0,0,0,0,0,0,0,5,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,5,0,25,60,10,95,0.263157894736842,0.631578947368421,0.105263157894737,"1",0,1,1,1,0,1,1,0,1,0,6,"6",11,0.786703601108033,0.72,0.527777777777778,0.5,1.99592178471599,0.832364034975859,0.786703601108033,1.33217904021012,0.960964047443681,0.72,1.09861228866811,0.682606194485985,0.527777777777778,0.693147180559945,1,0.5,12.5,"2022",33,-54.0893035714286,-63.6614273118845,-24.8254285714286,-24.8254285714286
"2022","biomass","Plant biomass",34,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,20,5,50,0.5,0.4,0.1,"1",1,1,1,1,1,1,1,1,1,1,10,"10",8,0.86,0.72,0.625,0,2.02532622077007,0.973976031629121,0.86,1.33217904021012,0.960964047443681,0.72,1.03972077083992,0.946394630357186,0.625,0,NA,0,38.7,"2022",34,-117.005267857143,-67.5514422960034,-21.7305678571429,-21.7305678571429
"2022","biomass","Plant biomass",35,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,45,30,5,80,0.5625,0.375,0.0625,"1",1,1,1,1,0,1,0,1,1,1,8,"8",10,0.8671875,0.691358024691358,0.777777777777778,0,2.16608493924983,0.940718736449941,0.8671875,1.27302833658963,0.91829583405449,0.691358024691358,1.56071040904141,0.969723899868247,0.777777777777778,0,NA,0,26.7,"2022",35,-120.914789285714,-94.4846340184887,-36.4866607142857,-36.4866607142857
"2022","biomass","Plant biomass",37,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,40,30,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,10,5,0,86,46,15,147,0.585034013605442,0.312925170068027,0.102040816326531,"1",0,1,0,0,0,1,0,1,0,1,4,"4",13,0.829839418760702,0.651703623580314,0.53875236294896,0.444444444444444,2.05857409066023,0.802578844167725,0.829839418760702,1.27140929275428,0.709587036982169,0.651703623580314,1.08565248048092,0.674553812914091,0.53875236294896,0.636514168294813,0.91829583405449,0.444444444444444,169.5,"2022",37,67.7517964285714,67.2740041161901,38.9075892857143,38.9075892857143
"2022","biomass","Plant biomass",38,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,0,60,0.583333333333333,0.416666666666667,0,"1",1,0,1,0,1,1,0,1,0,1,6,"6",7,0.805555555555556,0.775510204081633,0.32,NA,1.79175946922806,0.920782221161602,0.805555555555556,1.5498260458782,0.962961064794514,0.775510204081633,0.500402423538188,0.721928094887362,0.32,NA,NA,NA,72.4,"2022",38,-117.262639285714,-92.4810561437362,-54.2533607142857,-54.2533607142857
