"year","remark","Lv","Lv_numeric","value","response","response_label"
"2024","6",6,6,3,"richness_all","Plant richness"
"2024","I",1,1,7,"richness_all","Plant richness"
"2024","A",1,1,9,"richness_all","Plant richness"
"2024","MP",1,1,6,"richness_all","Plant richness"
"2024","AF",1,1,7,"richness_all","Plant richness"
"2024","4",4,4,2,"richness_all","Plant richness"
"2024","SF",1,1,8,"richness_all","Plant richness"
"2024","6",6,6,5,"richness_all","Plant richness"
"2024","MP",1,1,10,"richness_all","Plant richness"
"2024","6",6,6,3,"richness_all","Plant richness"
"2024","CT",0,0,9,"richness_all","Plant richness"
"2024","10",10,10,4,"richness_all","Plant richness"
"2024","4",4,4,4,"richness_all","Plant richness"
"2024","N",1,1,8,"richness_all","Plant richness"
"2024","6",6,6,6,"richness_all","Plant richness"
"2024","A",1,1,8,"richness_all","Plant richness"
"2024","10",10,10,2,"richness_all","Plant richness"
"2024","10",10,10,5,"richness_all","Plant richness"
"2024","S",1,1,6,"richness_all","Plant richness"
"2024","SF",1,1,6,"richness_all","Plant richness"
"2024","D",1,1,2,"richness_all","Plant richness"
"2024","A",1,1,9,"richness_all","Plant richness"
"2024","2",2,2,5,"richness_all","Plant richness"
"2024","HM",1,1,6,"richness_all","Plant richness"
"2024","4",4,4,6,"richness_all","Plant richness"
"2024","8",8,8,3,"richness_all","Plant richness"
"2024","8",8,8,3,"richness_all","Plant richness"
"2024","HM",1,1,8,"richness_all","Plant richness"
"2024","CT",0,0,7,"richness_all","Plant richness"
"2024","S",1,1,5,"richness_all","Plant richness"
"2024","MP",1,1,3,"richness_all","Plant richness"
"2024","6",6,6,3,"richness_all","Plant richness"
"2024","HM",1,1,9,"richness_all","Plant richness"
"2024","D",1,1,7,"richness_all","Plant richness"
"2024","6",6,6,4,"richness_all","Plant richness"
"2024","CT",0,0,8,"richness_all","Plant richness"
"2024","8",8,8,5,"richness_all","Plant richness"
"2024","A",1,1,7,"richness_all","Plant richness"
"2024","2",2,2,8,"richness_all","Plant richness"
"2024","4",4,4,3,"richness_all","Plant richness"
"2024","10",10,10,3,"richness_all","Plant richness"
"2024","A",1,1,3,"richness_all","Plant richness"
"2024","N",1,1,4,"richness_all","Plant richness"
"2024","CT",0,0,8,"richness_all","Plant richness"
"2024","N",1,1,8,"richness_all","Plant richness"
"2024","SF",1,1,7,"richness_all","Plant richness"
"2024","HM",1,1,7,"richness_all","Plant richness"
"2024","AF",1,1,6,"richness_all","Plant richness"
"2024","6",6,6,6,"richness_all","Plant richness"
"2024","I",1,1,8,"richness_all","Plant richness"
"2024","8",8,8,4,"richness_all","Plant richness"
"2024","CT",0,0,3,"richness_all","Plant richness"
"2024","8",8,8,2,"richness_all","Plant richness"
"2024","10",10,10,3,"richness_all","Plant richness"
"2024","A",1,1,4,"richness_all","Plant richness"
"2024","I",1,1,7,"richness_all","Plant richness"
"2024","N",1,1,7,"richness_all","Plant richness"
"2024","4",4,4,6,"richness_all","Plant richness"
"2024","CT",0,0,7,"richness_all","Plant richness"
"2024","4",4,4,4,"richness_all","Plant richness"
"2024","S",1,1,6,"richness_all","Plant richness"
"2024","8",8,8,4,"richness_all","Plant richness"
"2024","D",1,1,4,"richness_all","Plant richness"
"2024","MP",1,1,7,"richness_all","Plant richness"
"2024","A",1,1,6,"richness_all","Plant richness"
"2025","N",1,1,4,"richness_all","Plant richness"
"2025","I",1,1,6,"richness_all","Plant richness"
"2025","AF",1,1,6,"richness_all","Plant richness"
"2025","AF",1,1,10,"richness_all","Plant richness"
"2025","10",10,10,3,"richness_all","Plant richness"
"2025","N",1,1,9,"richness_all","Plant richness"
"2025","W",1,1,13,"richness_all","Plant richness"
"2025","D",1,1,12,"richness_all","Plant richness"
"2025","W",1,1,9,"richness_all","Plant richness"
"2025","10",10,10,3,"richness_all","Plant richness"
"2025","2",2,2,9,"richness_all","Plant richness"
"2025","MP",1,1,10,"richness_all","Plant richness"
"2025","2",2,2,5,"richness_all","Plant richness"
"2025","8",8,8,4,"richness_all","Plant richness"
"2025","4",4,4,13,"richness_all","Plant richness"
"2025","4",4,4,9,"richness_all","Plant richness"
"2025","MP",1,1,12,"richness_all","Plant richness"
"2025","2",2,2,10,"richness_all","Plant richness"
"2025","W",1,1,7,"richness_all","Plant richness"
"2025","6",6,6,11,"richness_all","Plant richness"
"2025","I",1,1,12,"richness_all","Plant richness"
"2025","S",1,1,10,"richness_all","Plant richness"
"2025","CT",0,0,8,"richness_all","Plant richness"
"2025","8",8,8,3,"richness_all","Plant richness"
"2025","N",1,1,7,"richness_all","Plant richness"
"2025","CT",0,0,12,"richness_all","Plant richness"
"2025","CT",0,0,10,"richness_all","Plant richness"
"2025","I",1,1,12,"richness_all","Plant richness"
"2025","W",1,1,5,"richness_all","Plant richness"
"2025","HM",1,1,11,"richness_all","Plant richness"
"2025","S",1,1,10,"richness_all","Plant richness"
"2025","6",6,6,11,"richness_all","Plant richness"
"2025","6",6,6,8,"richness_all","Plant richness"
"2025","10",10,10,5,"richness_all","Plant richness"
"2025","8",8,8,4,"richness_all","Plant richness"
"2025","HM",1,1,7,"richness_all","Plant richness"
"2025","4",4,4,5,"richness_all","Plant richness"
"2025","6",6,6,9,"richness_all","Plant richness"
"2025","I",1,1,11,"richness_all","Plant richness"
"2025","CT",0,0,10,"richness_all","Plant richness"
"2025","CT",0,0,7,"richness_all","Plant richness"
"2025","MP",1,1,9,"richness_all","Plant richness"
"2025","S",1,1,10,"richness_all","Plant richness"
"2025","MP",1,1,10,"richness_all","Plant richness"
"2025","W",1,1,4,"richness_all","Plant richness"
"2025","CT",0,0,6,"richness_all","Plant richness"
"2025","4",4,4,5,"richness_all","Plant richness"
"2025","CT",0,0,10,"richness_all","Plant richness"
"2025","10",10,10,3,"richness_all","Plant richness"
"2025","2",2,2,5,"richness_all","Plant richness"
"2025","8",8,8,4,"richness_all","Plant richness"
"2025","D",1,1,8,"richness_all","Plant richness"
"2025","SF",1,1,10,"richness_all","Plant richness"
"2025","2",2,2,13,"richness_all","Plant richness"
"2025","AF",1,1,12,"richness_all","Plant richness"
"2025","SF",1,1,9,"richness_all","Plant richness"
"2025","2",2,2,5,"richness_all","Plant richness"
"2025","6",6,6,5,"richness_all","Plant richness"
"2025","2",2,2,6,"richness_all","Plant richness"
"2025","SF",1,1,10,"richness_all","Plant richness"
"2025","4",4,4,5,"richness_all","Plant richness"
"2025","D",1,1,9,"richness_all","Plant richness"
"2025","AF",1,1,9,"richness_all","Plant richness"
"2025","10",10,10,5,"richness_all","Plant richness"
"2025","8",8,8,9,"richness_all","Plant richness"
"2025","SF",1,1,12,"richness_all","Plant richness"
"2025","10",10,10,4,"richness_all","Plant richness"
"2025","N",1,1,8,"richness_all","Plant richness"
"2025","HM",1,1,4,"richness_all","Plant richness"
"2025","AF",1,1,9,"richness_all","Plant richness"
"2025","I",1,1,7,"richness_all","Plant richness"
"2025","SF",1,1,8,"richness_all","Plant richness"
"2025","W",1,1,4,"richness_all","Plant richness"
"2025","W",1,1,4,"richness_all","Plant richness"
"2025","S",1,1,9,"richness_all","Plant richness"
"2025","4",4,4,10,"richness_all","Plant richness"
"2025","D",1,1,13,"richness_all","Plant richness"
"2025","2",2,2,13,"richness_all","Plant richness"
"2025","AF",1,1,11,"richness_all","Plant richness"
"2025","W",1,1,6,"richness_all","Plant richness"
"2025","2",2,2,9,"richness_all","Plant richness"
"2025","10",10,10,1,"richness_all","Plant richness"
"2025","A",1,1,7,"richness_all","Plant richness"
"2025","2",2,2,10,"richness_all","Plant richness"
"2025","8",8,8,3,"richness_all","Plant richness"
"2025","D",1,1,9,"richness_all","Plant richness"
"2025","S",1,1,8,"richness_all","Plant richness"
"2025","HM",1,1,12,"richness_all","Plant richness"
"2025","CT",0,0,8,"richness_all","Plant richness"
"2025","6",6,6,6,"richness_all","Plant richness"
"2025","I",1,1,7,"richness_all","Plant richness"
"2025","A",1,1,9,"richness_all","Plant richness"
"2025","MP",1,1,6,"richness_all","Plant richness"
"2025","AF",1,1,8,"richness_all","Plant richness"
"2025","4",4,4,5,"richness_all","Plant richness"
"2025","SF",1,1,9,"richness_all","Plant richness"
"2025","6",6,6,12,"richness_all","Plant richness"
"2025","MP",1,1,10,"richness_all","Plant richness"
"2025","6",6,6,3,"richness_all","Plant richness"
"2025","CT",0,0,13,"richness_all","Plant richness"
"2025","10",10,10,6,"richness_all","Plant richness"
"2025","4",4,4,2,"richness_all","Plant richness"
"2025","N",1,1,7,"richness_all","Plant richness"
"2025","6",6,6,7,"richness_all","Plant richness"
"2025","A",1,1,6,"richness_all","Plant richness"
"2025","10",10,10,2,"richness_all","Plant richness"
"2025","10",10,10,4,"richness_all","Plant richness"
"2025","S",1,1,7,"richness_all","Plant richness"
"2025","SF",1,1,6,"richness_all","Plant richness"
"2025","D",1,1,10,"richness_all","Plant richness"
"2025","A",1,1,10,"richness_all","Plant richness"
"2025","2",2,2,7,"richness_all","Plant richness"
"2025","HM",1,1,11,"richness_all","Plant richness"
"2025","4",4,4,7,"richness_all","Plant richness"
"2025","8",8,8,2,"richness_all","Plant richness"
"2025","8",8,8,3,"richness_all","Plant richness"
"2025","HM",1,1,8,"richness_all","Plant richness"
"2025","CT",0,0,5,"richness_all","Plant richness"
"2025","S",1,1,4,"richness_all","Plant richness"
"2025","MP",1,1,2,"richness_all","Plant richness"
"2025","6",6,6,5,"richness_all","Plant richness"
"2025","HM",1,1,11,"richness_all","Plant richness"
"2025","D",1,1,12,"richness_all","Plant richness"
"2025","6",6,6,7,"richness_all","Plant richness"
"2025","CT",0,0,9,"richness_all","Plant richness"
"2025","8",8,8,5,"richness_all","Plant richness"
"2025","A",1,1,10,"richness_all","Plant richness"
"2025","2",2,2,8,"richness_all","Plant richness"
"2025","4",4,4,3,"richness_all","Plant richness"
"2025","10",10,10,3,"richness_all","Plant richness"
"2025","A",1,1,9,"richness_all","Plant richness"
"2025","N",1,1,5,"richness_all","Plant richness"
"2025","CT",0,0,11,"richness_all","Plant richness"
"2025","N",1,1,9,"richness_all","Plant richness"
"2025","SF",1,1,6,"richness_all","Plant richness"
"2025","HM",1,1,7,"richness_all","Plant richness"
"2025","AF",1,1,5,"richness_all","Plant richness"
"2025","6",6,6,7,"richness_all","Plant richness"
"2025","I",1,1,6,"richness_all","Plant richness"
"2025","8",8,8,4,"richness_all","Plant richness"
"2025","CT",0,0,4,"richness_all","Plant richness"
"2025","8",8,8,2,"richness_all","Plant richness"
"2025","10",10,10,6,"richness_all","Plant richness"
"2025","A",1,1,9,"richness_all","Plant richness"
"2025","I",1,1,7,"richness_all","Plant richness"
"2025","N",1,1,6,"richness_all","Plant richness"
"2025","4",4,4,6,"richness_all","Plant richness"
"2025","CT",0,0,6,"richness_all","Plant richness"
"2025","4",4,4,4,"richness_all","Plant richness"
"2025","S",1,1,6,"richness_all","Plant richness"
"2025","8",8,8,4,"richness_all","Plant richness"
"2025","D",1,1,4,"richness_all","Plant richness"
"2025","MP",1,1,5,"richness_all","Plant richness"
"2025","A",1,1,8,"richness_all","Plant richness"
"2021","N",1,1,513.2647,"biomass","Plant biomass"
"2021","I",1,1,554.24705,"biomass","Plant biomass"
"2021","AF",1,1,645.98901,"biomass","Plant biomass"
"2021","AF",1,1,708.11803,"biomass","Plant biomass"
"2021","10",10,10,696.55999,"biomass","Plant biomass"
"2021","N",1,1,686.2647,"biomass","Plant biomass"
"2021","W",1,1,740.40666,"biomass","Plant biomass"
"2021","D",1,1,525.78235,"biomass","Plant biomass"
"2021","W",1,1,758.80666,"biomass","Plant biomass"
"2021","10",10,10,803.43568,"biomass","Plant biomass"
"2021","2",2,2,358.78235,"biomass","Plant biomass"
"2021","MP",1,1,227.95333,"biomass","Plant biomass"
"2021","2",2,2,547.98235,"biomass","Plant biomass"
"2021","8",8,8,533.25333,"biomass","Plant biomass"
"2021","4",4,4,546.88235,"biomass","Plant biomass"
"2021","4",4,4,546.45333,"biomass","Plant biomass"
"2021","MP",1,1,696.70666,"biomass","Plant biomass"
"2021","2",2,2,624.75333,"biomass","Plant biomass"
"2021","W",1,1,786.00666,"biomass","Plant biomass"
"2021","6",6,6,616.95333,"biomass","Plant biomass"
"2021","I",1,1,682.13568,"biomass","Plant biomass"
"2021","S",1,1,540.71998,"biomass","Plant biomass"
"2021","CT",0,0,276.18235,"biomass","Plant biomass"
"2021","8",8,8,348.35333,"biomass","Plant biomass"
"2021","N",1,1,476.35333,"biomass","Plant biomass"
"2021","CT",0,0,447.75333,"biomass","Plant biomass"
"2021","CT",0,0,384.35333,"biomass","Plant biomass"
"2021","I",1,1,444.58235,"biomass","Plant biomass"
"2021","W",1,1,629.35333,"biomass","Plant biomass"
"2021","HM",1,1,660.80666,"biomass","Plant biomass"
"2021","S",1,1,608.9647,"biomass","Plant biomass"
"2021","6",6,6,678.70666,"biomass","Plant biomass"
"2021","6",6,6,778.85333,"biomass","Plant biomass"
"2021","10",10,10,275.45333,"biomass","Plant biomass"
"2021","8",8,8,272.00666,"biomass","Plant biomass"
"2021","HM",1,1,300.95333,"biomass","Plant biomass"
"2021","4",4,4,325.95333,"biomass","Plant biomass"
"2021","6",6,6,435.15333,"biomass","Plant biomass"
"2021","I",1,1,444.35333,"biomass","Plant biomass"
"2021","CT",0,0,632.80585,"biomass","Plant biomass"
"2021","CT",0,0,658.23996,"biomass","Plant biomass"
"2021","MP",1,1,729.67645,"biomass","Plant biomass"
"2021","S",1,1,766.77645,"biomass","Plant biomass"
"2021","MP",1,1,567.0941,"biomass","Plant biomass"
"2021","W",1,1,622.66508,"biomass","Plant biomass"
"2021","CT",0,0,374.17331,"biomass","Plant biomass"
"2021","4",4,4,305.51998,"biomass","Plant biomass"
"2021","CT",0,0,216.73606,"biomass","Plant biomass"
"2021","10",10,10,407.42664,"biomass","Plant biomass"
"2021","2",2,2,535.25333,"biomass","Plant biomass"
"2021","8",8,8,550.15333,"biomass","Plant biomass"
"2021","D",1,1,535.78235,"biomass","Plant biomass"
"2021","SF",1,1,639.0103975,"biomass","Plant biomass"
"2021","2",2,2,804.1647,"biomass","Plant biomass"
"2021","AF",1,1,516.28235,"biomass","Plant biomass"
"2021","SF",1,1,550.85333,"biomass","Plant biomass"
"2021","2",2,2,404.98235,"biomass","Plant biomass"
"2021","6",6,6,386.28235,"biomass","Plant biomass"
"2021","2",2,2,397.08235,"biomass","Plant biomass"
"2021","SF",1,1,498.08235,"biomass","Plant biomass"
"2021","4",4,4,600.43568,"biomass","Plant biomass"
"2021","D",1,1,540.28235,"biomass","Plant biomass"
"2021","AF",1,1,721.2647,"biomass","Plant biomass"
"2021","10",10,10,631.23568,"biomass","Plant biomass"
"2021","8",8,8,680.00666,"biomass","Plant biomass"
"2021","SF",1,1,476.08235,"biomass","Plant biomass"
"2021","10",10,10,478.88235,"biomass","Plant biomass"
"2021","N",1,1,437.4437889,"biomass","Plant biomass"
"2021","HM",1,1,381.3133444,"biomass","Plant biomass"
"2021","AF",1,1,496.88235,"biomass","Plant biomass"
"2021","I",1,1,446.18235,"biomass","Plant biomass"
"2021","SF",1,1,417.75333,"biomass","Plant biomass"
"2021","W",1,1,433.68235,"biomass","Plant biomass"
"2021","W",1,1,582.8647,"biomass","Plant biomass"
"2021","S",1,1,554.0270075,"biomass","Plant biomass"
"2021","4",4,4,611.55333,"biomass","Plant biomass"
"2021","D",1,1,601.78235,"biomass","Plant biomass"
"2021","2",2,2,416.08235,"biomass","Plant biomass"
"2021","AF",1,1,431.6929688,"biomass","Plant biomass"
"2021","W",1,1,391.98235,"biomass","Plant biomass"
"2021","2",2,2,563.28235,"biomass","Plant biomass"
"2021","10",10,10,560.38235,"biomass","Plant biomass"
"2021","A",1,1,638.7647,"biomass","Plant biomass"
"2021","2",2,2,471.18235,"biomass","Plant biomass"
"2021","8",8,8,504.88235,"biomass","Plant biomass"
"2021","D",1,1,458.88235,"biomass","Plant biomass"
"2021","S",1,1,556.28235,"biomass","Plant biomass"
"2021","HM",1,1,596.98235,"biomass","Plant biomass"
"2021","CT",0,0,468.68235,"biomass","Plant biomass"
"2021","6",6,6,495.9647,"biomass","Plant biomass"
"2021","I",1,1,491.9364688,"biomass","Plant biomass"
"2021","A",1,1,454.58235,"biomass","Plant biomass"
"2021","MP",1,1,413.18235,"biomass","Plant biomass"
"2021","AF",1,1,416.28235,"biomass","Plant biomass"
"2021","4",4,4,374.18235,"biomass","Plant biomass"
"2021","SF",1,1,502.8647,"biomass","Plant biomass"
"2021","6",6,6,642.88235,"biomass","Plant biomass"
"2021","MP",1,1,737.7647,"biomass","Plant biomass"
"2021","6",6,6,776.3647,"biomass","Plant biomass"
"2021","CT",0,0,475.1647,"biomass","Plant biomass"
"2021","10",10,10,498.58235,"biomass","Plant biomass"
"2021","4",4,4,532.68235,"biomass","Plant biomass"
"2021","N",1,1,499.18235,"biomass","Plant biomass"
"2021","6",6,6,561.08235,"biomass","Plant biomass"
"2021","A",1,1,482.48235,"biomass","Plant biomass"
"2021","10",10,10,501.88235,"biomass","Plant biomass"
"2021","10",10,10,464.78235,"biomass","Plant biomass"
"2021","S",1,1,566.58235,"biomass","Plant biomass"
"2021","SF",1,1,713.4588,"biomass","Plant biomass"
"2021","D",1,1,635.47645,"biomass","Plant biomass"
"2021","A",1,1,349.98235,"biomass","Plant biomass"
"2021","2",2,2,426.68235,"biomass","Plant biomass"
"2021","HM",1,1,382.08235,"biomass","Plant biomass"
"2021","4",4,4,460.28235,"biomass","Plant biomass"
"2021","8",8,8,461.38235,"biomass","Plant biomass"
"2021","8",8,8,482.38235,"biomass","Plant biomass"
"2021","HM",1,1,438.88235,"biomass","Plant biomass"
"2021","CT",0,0,600.58235,"biomass","Plant biomass"
"2021","S",1,1,628.18235,"biomass","Plant biomass"
"2021","MP",1,1,499.18235,"biomass","Plant biomass"
"2021","6",6,6,520.38235,"biomass","Plant biomass"
"2021","HM",1,1,353.48235,"biomass","Plant biomass"
"2021","D",1,1,390.78235,"biomass","Plant biomass"
"2021","6",6,6,440.9914375,"biomass","Plant biomass"
"2021","CT",0,0,427.18235,"biomass","Plant biomass"
"2021","8",8,8,521.4704375,"biomass","Plant biomass"
"2021","A",1,1,510.1232313,"biomass","Plant biomass"
"2021","2",2,2,490.6429375,"biomass","Plant biomass"
"2021","4",4,4,535.6857313,"biomass","Plant biomass"
"2021","10",10,10,633.9647,"biomass","Plant biomass"
"2021","A",1,1,623.1647,"biomass","Plant biomass"
"2021","N",1,1,463.4647,"biomass","Plant biomass"
"2021","CT",0,0,623.7941,"biomass","Plant biomass"
"2021","N",1,1,589.97645,"biomass","Plant biomass"
"2021","SF",1,1,576.07645,"biomass","Plant biomass"
"2021","HM",1,1,603.0941,"biomass","Plant biomass"
"2021","AF",1,1,551.5941,"biomass","Plant biomass"
"2021","6",6,6,445.37645,"biomass","Plant biomass"
"2021","I",1,1,421.9941,"biomass","Plant biomass"
"2021","8",8,8,531.67645,"biomass","Plant biomass"
"2021","CT",0,0,600.2588,"biomass","Plant biomass"
"2021","8",8,8,527.7647,"biomass","Plant biomass"
"2021","10",10,10,342.97645,"biomass","Plant biomass"
"2021","A",1,1,674.2647,"biomass","Plant biomass"
"2021","I",1,1,585.47645,"biomass","Plant biomass"
"2021","N",1,1,586.37645,"biomass","Plant biomass"
"2021","4",4,4,427.81175,"biomass","Plant biomass"
"2021","CT",0,0,510.3916,"biomass","Plant biomass"
"2021","4",4,4,465.51175,"biomass","Plant biomass"
"2021","S",1,1,382.1941,"biomass","Plant biomass"
"2021","8",8,8,400.9941,"biomass","Plant biomass"
"2021","D",1,1,551.9588,"biomass","Plant biomass"
"2021","MP",1,1,458.27645,"biomass","Plant biomass"
"2021","A",1,1,389.2941,"biomass","Plant biomass"
"2022","N",1,1,220.6,"biomass","Plant biomass"
"2022","I",1,1,151.2,"biomass","Plant biomass"
"2022","AF",1,1,114.9,"biomass","Plant biomass"
"2022","AF",1,1,107.5,"biomass","Plant biomass"
"2022","10",10,10,12.4,"biomass","Plant biomass"
"2022","N",1,1,65.4,"biomass","Plant biomass"
"2022","D",1,1,39.8,"biomass","Plant biomass"
"2022","W",1,1,29,"biomass","Plant biomass"
"2022","10",10,10,4.4,"biomass","Plant biomass"
"2022","2",2,2,23.2,"biomass","Plant biomass"
"2022","MP",1,1,79.3,"biomass","Plant biomass"
"2022","2",2,2,66.2,"biomass","Plant biomass"
"2022","8",8,8,132.4,"biomass","Plant biomass"
"2022","4",4,4,41.2,"biomass","Plant biomass"
"2022","4",4,4,107.9,"biomass","Plant biomass"
"2022","MP",1,1,74.1,"biomass","Plant biomass"
"2022","2",2,2,38.6,"biomass","Plant biomass"
"2022","W",1,1,30.1,"biomass","Plant biomass"
"2022","6",6,6,86,"biomass","Plant biomass"
"2022","I",1,1,83.9,"biomass","Plant biomass"
"2022","S",1,1,71,"biomass","Plant biomass"
"2022","CT",0,0,134.5,"biomass","Plant biomass"
"2022","8",8,8,44.8,"biomass","Plant biomass"
"2022","N",1,1,63.6,"biomass","Plant biomass"
"2022","CT",0,0,81.7,"biomass","Plant biomass"
"2022","CT",0,0,44.9,"biomass","Plant biomass"
"2022","I",1,1,25.7,"biomass","Plant biomass"
"2022","W",1,1,37.7,"biomass","Plant biomass"
"2022","HM",1,1,30,"biomass","Plant biomass"
"2022","S",1,1,43.2,"biomass","Plant biomass"
"2022","6",6,6,9.4,"biomass","Plant biomass"
"2022","6",6,6,12.5,"biomass","Plant biomass"
"2022","10",10,10,38.7,"biomass","Plant biomass"
"2022","8",8,8,26.7,"biomass","Plant biomass"
"2022","HM",1,1,150,"biomass","Plant biomass"
"2022","4",4,4,169.5,"biomass","Plant biomass"
"2022","6",6,6,72.4,"biomass","Plant biomass"
"2022","I",1,1,71.7,"biomass","Plant biomass"
"2022","CT",0,0,54.7,"biomass","Plant biomass"
"2022","CT",0,0,68.7,"biomass","Plant biomass"
"2022","MP",1,1,82.9,"biomass","Plant biomass"
"2022","S",1,1,71.4,"biomass","Plant biomass"
"2022","W",1,1,104.5,"biomass","Plant biomass"
"2022","CT",0,0,109.6,"biomass","Plant biomass"
"2022","4",4,4,65.3,"biomass","Plant biomass"
"2022","CT",0,0,135.2,"biomass","Plant biomass"
"2022","10",10,10,12.2,"biomass","Plant biomass"
"2022","2",2,2,93.9,"biomass","Plant biomass"
"2022","8",8,8,57.6,"biomass","Plant biomass"
"2022","D",1,1,14.2,"biomass","Plant biomass"
"2022","SF",1,1,83.1,"biomass","Plant biomass"
"2022","2",2,2,67.1,"biomass","Plant biomass"
"2022","AF",1,1,86.6,"biomass","Plant biomass"
"2022","SF",1,1,152.1,"biomass","Plant biomass"
"2022","2",2,2,152.9,"biomass","Plant biomass"
"2022","6",6,6,33.8,"biomass","Plant biomass"
"2022","2",2,2,122.4,"biomass","Plant biomass"
"2022","SF",1,1,137.1,"biomass","Plant biomass"
"2022","4",4,4,100.9,"biomass","Plant biomass"
"2022","D",1,1,61.5,"biomass","Plant biomass"
"2022","AF",1,1,84.5,"biomass","Plant biomass"
"2022","10",10,10,28.4,"biomass","Plant biomass"
"2022","8",8,8,102,"biomass","Plant biomass"
"2022","SF",1,1,72.7,"biomass","Plant biomass"
"2022","10",10,10,10.3,"biomass","Plant biomass"
"2022","N",1,1,148.5,"biomass","Plant biomass"
"2022","HM",1,1,9.2,"biomass","Plant biomass"
"2022","AF",1,1,98.7,"biomass","Plant biomass"
"2022","I",1,1,162.5,"biomass","Plant biomass"
"2022","SF",1,1,126.2,"biomass","Plant biomass"
"2022","W",1,1,17.3,"biomass","Plant biomass"
"2022","W",1,1,32.5,"biomass","Plant biomass"
"2022","S",1,1,3,"biomass","Plant biomass"
"2022","4",4,4,23,"biomass","Plant biomass"
"2022","D",1,1,17,"biomass","Plant biomass"
"2022","2",2,2,155.1,"biomass","Plant biomass"
"2022","AF",1,1,74,"biomass","Plant biomass"
"2022","W",1,1,92.4,"biomass","Plant biomass"
"2022","2",2,2,90.8,"biomass","Plant biomass"
"2022","10",10,10,3.7,"biomass","Plant biomass"
"2022","A",1,1,80.6,"biomass","Plant biomass"
"2022","2",2,2,121.7,"biomass","Plant biomass"
"2022","8",8,8,22.5,"biomass","Plant biomass"
"2022","D",1,1,94.4,"biomass","Plant biomass"
"2022","S",1,1,376.4,"biomass","Plant biomass"
"2022","HM",1,1,57,"biomass","Plant biomass"
"2022","CT",0,0,119.8,"biomass","Plant biomass"
"2022","6",6,6,11,"biomass","Plant biomass"
"2022","I",1,1,98.9,"biomass","Plant biomass"
"2022","A",1,1,63.3,"biomass","Plant biomass"
"2022","MP",1,1,79,"biomass","Plant biomass"
"2022","AF",1,1,99.5,"biomass","Plant biomass"
"2022","4",4,4,104.2,"biomass","Plant biomass"
"2022","SF",1,1,259.1,"biomass","Plant biomass"
"2022","MP",1,1,139,"biomass","Plant biomass"
"2022","6",6,6,86.1,"biomass","Plant biomass"
"2022","CT",0,0,96.1,"biomass","Plant biomass"
"2022","10",10,10,4.2,"biomass","Plant biomass"
"2022","4",4,4,87.2,"biomass","Plant biomass"
"2022","N",1,1,143.2,"biomass","Plant biomass"
"2022","6",6,6,34.5,"biomass","Plant biomass"
"2022","A",1,1,140.7,"biomass","Plant biomass"
"2022","10",10,10,28.9,"biomass","Plant biomass"
"2022","10",10,10,22.2,"biomass","Plant biomass"
"2022","S",1,1,95.5,"biomass","Plant biomass"
"2022","SF",1,1,162.8,"biomass","Plant biomass"
"2022","D",1,1,79.1,"biomass","Plant biomass"
"2022","A",1,1,158.1,"biomass","Plant biomass"
"2022","2",2,2,134.1,"biomass","Plant biomass"
"2022","HM",1,1,70.5,"biomass","Plant biomass"
"2022","4",4,4,88.2,"biomass","Plant biomass"
"2022","8",8,8,45.52,"biomass","Plant biomass"
"2022","8",8,8,18.7,"biomass","Plant biomass"
"2022","HM",1,1,75.2,"biomass","Plant biomass"
"2022","CT",0,0,96,"biomass","Plant biomass"
"2022","S",1,1,112.3,"biomass","Plant biomass"
"2022","MP",1,1,195.5,"biomass","Plant biomass"
"2022","6",6,6,118.3,"biomass","Plant biomass"
"2022","HM",1,1,101.3,"biomass","Plant biomass"
"2022","D",1,1,29.2,"biomass","Plant biomass"
"2022","6",6,6,173.3,"biomass","Plant biomass"
"2022","CT",0,0,165.8,"biomass","Plant biomass"
"2022","8",8,8,118.9,"biomass","Plant biomass"
"2022","A",1,1,172.1,"biomass","Plant biomass"
"2022","2",2,2,56.8,"biomass","Plant biomass"
"2022","4",4,4,69.2,"biomass","Plant biomass"
"2022","10",10,10,9.5,"biomass","Plant biomass"
"2022","A",1,1,177.8,"biomass","Plant biomass"
"2022","N",1,1,257.3,"biomass","Plant biomass"
"2022","CT",0,0,205.4,"biomass","Plant biomass"
"2022","N",1,1,266.1,"biomass","Plant biomass"
"2022","SF",1,1,260.8,"biomass","Plant biomass"
"2022","HM",1,1,139.7,"biomass","Plant biomass"
"2022","AF",1,1,284.2,"biomass","Plant biomass"
"2022","6",6,6,127.5,"biomass","Plant biomass"
"2022","I",1,1,128.5,"biomass","Plant biomass"
"2022","8",8,8,20.8,"biomass","Plant biomass"
"2022","CT",0,0,131.64,"biomass","Plant biomass"
"2022","8",8,8,50,"biomass","Plant biomass"
"2022","10",10,10,3.2,"biomass","Plant biomass"
"2022","A",1,1,174.9,"biomass","Plant biomass"
"2022","I",1,1,171.1,"biomass","Plant biomass"
"2022","N",1,1,194.6,"biomass","Plant biomass"
"2022","4",4,4,233.9,"biomass","Plant biomass"
"2022","CT",0,0,266.5,"biomass","Plant biomass"
"2022","4",4,4,168.9,"biomass","Plant biomass"
"2022","S",1,1,150.3,"biomass","Plant biomass"
"2022","8",8,8,44.5,"biomass","Plant biomass"
"2022","D",1,1,67.3,"biomass","Plant biomass"
"2022","MP",1,1,185.2,"biomass","Plant biomass"
