"","SampleNo","Amaranthus_retroflexus","Arenaria_serpyllifolia_agg.","Bellis_perennis","Brassica_napus","Bromus_hordeaceus","Capsella_bursa.pastoris","Cerastium_fontanum","Cerastium_glomeratum","Cerastium_holosteoides","Chenopodium_album","Cichorium_intybus","Cirsium_arvense","Convolvulus_arvensis","Crepis_capillaris","Dactylis_glomerata","Digitaria_sanguinalis","Echinocloa_crus.gali","Elymus_repens","Eragrostis_minor","Erigeron_canadensis","Erodium_spec.","Euphorbia_peplus","Festuca_arundinacea","Festuca_rubra","Galinsoga_parviflora","Geranium_molle","Geranium_pusillum","Hordeum_murinum","Hypericum_perforatum","Hypochaeris_radicata","Lamium_purpurea","Lolium_multiflorum_agg.","Lolium_perenne","Lotus_corniculatus","Matricaria_discoidea","Medicargo_x_varia","Persicaria_laxiflora","Phleum_pratense","Plantago_intermedia","Plantago_lanceolata","Poa_trivialis","Polygonum_aviculare","Portulaca_oleracea","Rumex_chrispus","Rumex_obtursifolia","Rumex_thyrsiflorus","Scorzoneroides_autumnalis","Silene_latifolia","Sonchus_oleraceus","Spergula_arvensis","Stellaria_media","Taraxacum_sec._ruderalia","Trifolium_hybridum","Trifolium_pratense","Trifolium_repens","Vicia_villosa","grass_sum","herb_sum","legume_sum","all_abundance","grass_prop","herb_prop","legume_prop","time","W","N","D","HM","MP","S","A","I","AF","SF","Lv","remark","richness_all","diversity_all","diversity_grass","diversity_herb","diversity_legume","shannon_all","evenness_all","simpson_all","shannon_grass","evenness_grass","simpson_grass","shannon_herb","evenness_herb","simpson_herb","shannon_legume","evenness_legume","simpson_legume","biomass_oct","biomass_jun","biomass"
"196",42,0,0,0,0,0,0,0,0,0,1,40,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,1,0,1,0,0,10,5,0,35,58,15,108,0.324074074074074,0.537037037037037,0.138888888888889,1,0,0,0,0,1,0,0,0,0,0,1,"MP",14,0.82184499314129,0.775510204081633,0.501189060642093,0.444444444444444,2.15469550592448,0.816464076677942,0.82184499314129,1.5498260458782,0.962961064794514,0.775510204081633,1.10015427173489,0.565367456595558,0.501189060642093,0.636514168294813,0.91829583405449,0.444444444444444,82.9,2000.4,2083.3
"197",43,0,0,0,0,0,0,0,0,0,5,40,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,5,5,0,30,65,10,105,0.285714285714286,0.619047619047619,0.0952380952380952,1,0,0,0,0,0,1,0,0,0,0,1,"S",13,0.820861678004535,0.777777777777778,0.591715976331361,0.5,2.18634021417301,0.852391181842583,0.820861678004535,1.56071040904141,0.969723899868247,0.777777777777778,1.2852930241201,0.717335694993616,0.591715976331361,0.693147180559945,1,0.5,71.4,1779.3,1850.7
"198",44,0,0,0,0,0,0,0,0,0,5,50,0,0,0,5,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,5,5,0,0,0,0,5,0,5,0,0,5,0,5,0,0,1,0,0,0,1,0,20,5,0,25,82,25,132,0.189393939393939,0.621212121212121,0.189393939393939,1,0,0,0,0,1,0,0,0,0,0,1,"MP",15,0.8133608815427,0.8,0.598155859607377,0.32,2.16300235975203,0.798730525332087,0.8133608815427,1.6094379124341,1,0.8,1.3479904734834,0.648246390420023,0.598155859607377,0.500402423538188,0.721928094887362,0.32,NA,2260.3,NA
"199",45,0,0,0,0,0,0,0,0,0,0,50,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10,1,0,30,60,11,101,0.297029702970297,0.594059405940594,0.108910891089109,1,1,0,0,0,0,0,0,0,0,0,1,"W",10,0.720517596314087,0.777777777777778,0.291666666666667,0.165289256198347,1.74446715541244,0.757612459457083,0.720517596314087,1.56071040904141,0.969723899868247,0.777777777777778,0.566085738959629,0.515273445235094,0.291666666666667,0.304636097349238,0.439496986921513,0.165289256198347,104.5,NA,NA
"200",46,0,0,0,0,0,0,0,0,0,5,40,0,0,0,20,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,20,5,0,0,0,0,5,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,20,5,0,60,62,25,147,0.408163265306122,0.421768707482993,0.170068027210884,1,0,0,0,0,0,0,0,0,0,0,0,"CT",13,0.855291776574575,0.736111111111111,0.544224765868887,0.32,2.17691718372751,0.848717413228754,0.855291776574575,1.44518587894808,0.897944473522682,0.736111111111111,1.11624070409608,0.622985798745067,0.544224765868887,0.500402423538188,0.721928094887362,0.32,109.6,NA,NA
"201",47,0,0,0,0,0,0,0,0,0,0,5,0,0,0,50,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,10,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,95,20,0,115,0.826086956521739,0.173913043478261,0,1,1,1,0,0,0,0,0,1,0,1,4,"4",10,0.75992438563327,0.659279778393352,0.75,NA,1.83300192307959,0.796062620511514,0.75992438563327,1.36773778255908,0.76334899078186,0.659279778393352,1.38629436111989,1,0.75,NA,NA,NA,65.3,330.1,395.4
"202",48,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,30,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,5,0,0,0,0,0,30,10,0,55,60,40,155,0.354838709677419,0.387096774193548,0.258064516129032,1,0,0,0,0,0,0,0,0,0,0,0,"CT",13,0.867845993756504,0.644628099173554,0.694444444444445,0.375,2.25945321966371,0.880895840337303,0.867845993756504,1.2945451658449,0.8043461359047,0.644628099173554,1.47350238508065,0.822377339362118,0.694444444444445,0.562335144618808,0.811278124459133,0.375,135.2,NA,NA
"203",49,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,25,25,5,55,0.454545454545455,0.454545454545455,0.0909090909090909,1,1,1,1,1,1,1,1,1,1,1,10,"10",10,0.892561983471074,0.8,0.72,0,2.27186851269656,0.986659958673865,0.892561983471074,1.6094379124341,1,0.8,1.33217904021012,0.960964047443681,0.72,0,NA,0,12.2,919.7,931.9
"204",50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,10,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,10,5,0,0,0,0,5,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,30,5,0,35,85,35,155,0.225806451612903,0.548387096774194,0.225806451612903,1,0,1,0,1,0,0,0,0,0,0,2,"2",11,0.82414151925078,0.775510204081633,0.581314878892734,0.244897959183674,2.03139145373844,0.847156035871316,0.82414151925078,1.5498260458782,0.962961064794514,0.775510204081633,1.07101788902446,0.772576098599475,0.581314878892734,0.410116318288409,0.591672778582327,0.244897959183674,93.9,1656.2,1750.1
"205",51,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,25,5,55,0.454545454545455,0.454545454545455,0.0909090909090909,1,1,1,1,1,1,0,1,1,0,1,8,"8",7,0.793388429752066,0.72,0.32,0,1.76776147228933,0.908449690314596,0.793388429752066,1.33217904021012,0.960964047443681,0.72,0.500402423538188,0.721928094887362,0.32,0,NA,0,57.6,1259,1316.6
"206",52,0,0,0,0,0,0,0,0,0,1,30,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,25,38,6,69,0.36231884057971,0.550724637681159,0.0869565217391304,1,0,0,1,0,0,0,0,0,0,0,1,"D",11,0.762864944339424,0.72,0.357340720221606,0.277777777777778,1.83848737139932,0.766708785097936,0.762864944339424,1.33217904021012,0.960964047443681,0.72,0.74066218572546,0.460199290698508,0.357340720221606,0.450561208866305,0.650022421648354,0.277777777777778,14.2,1523.9,1538.1
"207",53,0,0,0,0,0,0,0,0,0,0,60,0,0,0,10,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,5,5,0,0,0,0,5,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5,0,30,81,15,126,0.238095238095238,0.642857142857143,0.119047619047619,1,0,0,0,0,0,0,0,0,0,1,1,"SF",11,0.740110859158478,0.777777777777778,0.420667581161408,0.444444444444444,1.83628170644401,0.765788951366943,0.740110859158478,1.56071040904141,0.969723899868247,0.777777777777778,0.793061801669884,0.572073164193804,0.420667581161408,0.636514168294813,0.91829583405449,0.444444444444444,83.1,1755.3,1838.4
"208",54,0,0,0,0,0,0,0,0,0,5,50,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,35,75,10,120,0.291666666666667,0.625,0.0833333333333333,1,0,0,0,0,1,0,1,0,0,0,2,"2",12,0.791666666666667,0.775510204081633,0.524444444444444,0.5,2.04535657979377,0.823112039226211,0.791666666666667,1.5498260458782,0.962961064794514,0.775510204081633,1.08057384836485,0.671398281360604,0.524444444444444,0.693147180559945,1,0.5,67.1,1798.1,1865.2
"209",55,0,0,0,0,0,0,0,0,0,5,50,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,50,0,0,20,75,50,145,0.137931034482759,0.517241379310345,0.344827586206897,1,0,0,0,0,0,0,0,0,1,0,1,"AF",9,0.746730083234245,0.625,0.524444444444444,0,1.68369960301679,0.76628471226096,0.746730083234245,1.03972077083992,0.946394630357186,0.625,1.08057384836485,0.671398281360604,0.524444444444444,0,NA,0,86.6,1977,2063.6
"210",56,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,30,10,0,0,0,0,5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5,0,60,46,15,121,0.495867768595041,0.380165289256198,0.12396694214876,1,0,0,0,0,0,0,0,0,0,1,1,"SF",12,0.846253671197323,0.680555555555556,0.53875236294896,0.444444444444444,2.13932333020357,0.860927041418673,0.846253671197323,1.35797785498732,0.843759081661951,0.680555555555556,1.08565248048092,0.674553812914091,0.53875236294896,0.636514168294813,0.91829583405449,0.444444444444444,152.1,1306.5,1458.6
"211",57,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,30,10,0,0,0,0,20,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,90,22,6,118,0.76271186440678,0.186440677966102,0.0508474576271186,1,1,1,0,0,0,0,0,0,0,0,2,"2",11,0.847170353346739,0.765432098765432,0.582644628099174,0.277777777777778,2.04173711875417,0.851470513293701,0.847170353346739,1.52295506753132,0.946265187221801,0.765432098765432,0.997783277909183,0.719748493460757,0.582644628099174,0.450561208866305,0.650022421648354,0.277777777777778,152.9,747.9,900.8
"212",58,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,1,0,5,0,0,20,32,5,57,0.350877192982456,0.56140350877193,0.087719298245614,1,1,1,1,0,0,1,0,1,0,1,6,"6",10,0.822406894429055,0.75,0.55859375,0,2.00366578702274,0.870180994882311,0.822406894429055,1.38629436111989,1,0.75,1.09045388419283,0.677537092775224,0.55859375,0,NA,0,33.8,572.8,606.6
"213",59,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,20,20,0,0,0,0,5,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,75,42,5,122,0.614754098360656,0.344262295081967,0.040983606557377,1,1,0,0,0,0,1,0,0,0,0,2,"2",10,0.855415210964794,0.764444444444444,0.545351473922903,0,2.02784516432604,0.880681965020991,0.855415210964794,1.50659508813164,0.936100160492104,0.764444444444444,0.884591262517663,0.63809771382397,0.545351473922903,0,NA,0,122.4,518.3,640.7
"214",60,0,0,0,0,0,0,0,0,0,5,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,20,5,0,30,65,25,120,0.25,0.541666666666667,0.208333333333333,1,0,0,0,0,0,0,0,0,0,1,1,"SF",12,0.833333333333333,0.777777777777778,0.579881656804734,0.32,2.13833305950803,0.860528527174435,0.833333333333333,1.56071040904141,0.969723899868247,0.777777777777778,1.17865499634165,0.732339525020296,0.579881656804734,0.500402423538188,0.721928094887362,0.32,137.1,1061.4,1198.5
"215",61,0,0,0,0,0,0,0,0,0,1,70,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,10,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,30,5,0,45,86,35,166,0.271084337349398,0.518072289156627,0.210843373493976,1,0,1,0,0,1,0,1,1,0,0,4,"4",12,0.764987661489331,0.71604938271605,0.327203893996755,0.244897959183674,1.8667985610702,0.751255006392076,0.764987661489331,1.42706104338072,0.886682880001534,0.71604938271605,0.715553858695756,0.444598609966605,0.327203893996755,0.410116318288409,0.591672778582327,0.244897959183674,100.9,1953.8,2054.7
"216",62,0,0,0,0,0,0,0,0,0,5,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,10,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,30,60,15,105,0.285714285714286,0.571428571428571,0.142857142857143,1,0,0,1,0,0,0,0,0,0,0,1,"D",11,0.811791383219955,0.777777777777778,0.513888888888889,0.444444444444444,2.05431217978064,0.856714721065878,0.811791383219955,1.56071040904141,0.969723899868247,0.777777777777778,0.983087758574785,0.709147917027245,0.513888888888889,0.636514168294813,0.91829583405449,0.444444444444444,61.5,1035.1,1096.6
"217",63,0,0,0,0,0,0,0,0,0,1,30,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,25,46,10,81,0.308641975308642,0.567901234567901,0.123456790123457,1,0,0,0,0,0,0,0,0,1,0,1,"AF",11,0.816948635878677,0.8,0.515122873345936,0.5,2.05569250186788,0.857290360086855,0.816948635878677,1.6094379124341,1,0.8,0.934968310793973,0.674437072685398,0.515122873345936,0.693147180559945,1,0.5,84.5,1386.6,1471.1
"218",64,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15,26,1,42,0.357142857142857,0.619047619047619,0.0238095238095238,1,1,1,1,1,1,1,1,1,1,1,10,"10",7,0.715419501133787,0.666666666666667,0.369822485207101,0,1.54473143447952,0.79383492358547,0.715419501133787,1.09861228866811,1,0.666666666666667,0.644179805973393,0.586357728397847,0.369822485207101,0,NA,0,28.4,NA,NA
"219",65,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,25,55,5,85,0.294117647058824,0.647058823529412,0.0588235294117647,1,0,1,1,0,1,1,1,1,1,1,8,"8",10,0.823529411764706,0.72,0.644628099173554,0,2.03773419478515,0.884976716380757,0.823529411764706,1.33217904021012,0.960964047443681,0.72,1.2945451658449,0.8043461359047,0.644628099173554,0,NA,0,102,2111.5,2213.5
"220",66,0,0,0,0,0,0,0,0,0,1,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,1,0,1,0,0,40,5,0,20,63,45,128,0.15625,0.4921875,0.3515625,1,0,0,0,0,0,0,0,0,0,1,1,"SF",13,0.7877197265625,0.75,0.558327034517511,0.197530864197531,1.92651046552705,0.751091034184654,0.7877197265625,1.38629436111989,1,0.75,1.18003300863218,0.60641700707767,0.558327034517511,0.348832095843032,0.503258334775646,0.197530864197531,72.7,1870.1,1942.8
"221",67,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,5,0,0,26,22,5,53,0.490566037735849,0.415094339622642,0.0943396226415094,1,1,1,1,1,1,1,1,1,1,1,10,"10",11,0.874332502669989,0.739644970414201,0.68595041322314,0,2.1903892865162,0.913463282305899,0.874332502669989,1.44396501431179,0.897185907673786,0.739644970414201,1.3128501781637,0.81571967953592,0.68595041322314,0,NA,0,10.3,926.5,936.8
"222",68,0,0,0,0,0,0,0,0,0,5,50,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,30,5,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,45,81,20,146,0.308219178082192,0.554794520547945,0.136986301369863,1,0,1,0,0,0,0,0,0,0,0,1,"N",10,0.79705385625821,0.518518518518519,0.5502210028959,0,1.84865928969269,0.802862528432721,0.79705385625821,1.00271826451752,0.723308333814104,0.518518518518519,1.0412371192795,0.646956997368566,0.5502210028959,0,NA,0,148.5,1367.3,1515.8
"223",69,0,0,0,0,0,0,0,0,0,0,20,0,0,0,30,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,60,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,110,35,10,155,0.709677419354839,0.225806451612903,0.0645161290322581,1,0,0,0,1,0,0,0,0,0,0,1,"HM",11,0.784599375650364,0.615702479338843,0.612244897959184,0.5,1.9016998361489,0.793070430440271,0.784599375650364,1.18396377272449,0.73563805324672,0.615702479338843,1.15374194270109,0.832248889600231,0.612244897959184,0.693147180559945,1,0.5,9.2,908.6,917.8
"224",70,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,0,31,50,70,151,0.205298013245033,0.33112582781457,0.463576158940397,1,0,0,0,0,0,0,0,0,1,0,1,"AF",12,0.782860400859612,0.790842872008325,0.58,0.244897959183674,1.93743026498688,0.779679295056081,0.782860400859612,1.65287077936829,0.922484746281486,0.790842872008325,1.08889997534522,0.785475297227334,0.58,0.410116318288409,0.591672778582327,0.244897959183674,98.7,992.3,1091
"225",71,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,0,35,60,65,160,0.21875,0.375,0.40625,1,0,0,0,0,0,0,0,1,0,0,1,"I",11,0.794921875,0.775510204081633,0.625,0.142011834319526,1.93801081593899,0.80821328517709,0.794921875,1.5498260458782,0.962961064794514,0.775510204081633,1.12692879480068,0.812907291846956,0.625,0.271189373041844,0.391243563629256,0.142011834319526,162.5,1220.4,1382.9
"226",72,0,0,0,0,0,0,0,0,0,0,80,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,20,0,0,0,0,5,0,10,0,0,5,0,0,0,0,5,0,0,0,0,0,50,5,0,55,100,55,210,0.261904761904762,0.476190476190476,0.261904761904762,1,0,0,0,0,0,0,0,0,0,1,1,"SF",11,0.77437641723356,0.710743801652893,0.345,0.165289256198347,1.83614771981061,0.765733074600794,0.77437641723356,1.3896811919839,0.863457472480043,0.710743801652893,0.708346577706171,0.510964047443681,0.345,0.304636097349238,0.439496986921513,0.165289256198347,126.2,1601.6,1727.8
"227",73,0,0,0,0,0,0,0,0,0,0,30,0,0,0,20,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,45,60,5,110,0.409090909090909,0.545454545454545,0.0454545454545455,1,1,0,0,0,0,0,0,0,0,0,1,"W",10,0.838842975206612,0.71604938271605,0.625,0,2.03526035947435,0.883902343356137,0.838842975206612,1.42706104338072,0.886682880001534,0.71604938271605,1.12692879480068,0.812907291846956,0.625,0,NA,0,17.3,1013.4,1030.7
"228",74,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,45,50,10,105,0.428571428571429,0.476190476190476,0.0952380952380952,1,1,0,0,0,0,0,0,0,0,0,1,"W",12,0.852607709750567,0.71604938271605,0.6,0.5,2.2025210748202,0.886359684782566,0.852607709750567,1.42706104338072,0.886682880001534,0.71604938271605,1.22752941145721,0.762706906537766,0.6,0.693147180559945,1,0.5,32.5,1428.4,1460.9
"229",75,0,0,0,0,0,0,0,0,0,0,40,0,0,0,10,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,1,0,0,0,0,1,1,1,0,0,0,10,5,0,40,54,15,109,0.36697247706422,0.495412844036697,0.137614678899083,1,0,0,0,0,0,1,0,0,0,0,1,"S",14,0.820806329433549,0.78125,0.43278463648834,0.444444444444444,2.12350816025509,0.804646468428434,0.820806329433549,1.55958115625988,0.969022255665134,0.78125,0.958436689362451,0.492539025929715,0.43278463648834,0.636514168294813,0.91829583405449,0.444444444444444,3,1406.4,1409.4
"230",76,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,25,45,10,80,0.3125,0.5625,0.125,1,0,0,1,1,1,0,1,0,0,0,4,"4",10,0.8125,0.72,0.518518518518519,0.5,2.01403552370927,0.874684514304061,0.8125,1.33217904021012,0.960964047443681,0.72,1.00271826451752,0.723308333814104,0.518518518518519,0.693147180559945,1,0.5,23,1864.3,1887.3
"231",77,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,10,5,0,25,55,15,95,0.263157894736842,0.578947368421053,0.157894736842105,1,0,0,1,0,0,0,0,0,0,0,1,"D",12,0.853185595567867,0.8,0.644628099173554,0.444444444444444,2.23269447718707,0.898502355159921,0.853185595567867,1.6094379124341,1,0.8,1.2945451658449,0.8043461359047,0.644628099173554,0.636514168294813,0.91829583405449,0.444444444444444,17,1604.6,1621.6
"232",78,0,0,0,0,0,5,0,0,0,5,40,0,0,0,10,0,1,0,0,0,0,0,5,0,5,1,0,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,30,5,0,46,71,35,152,0.302631578947368,0.467105263157895,0.230263157894737,1,0,0,0,1,0,0,0,1,0,0,2,"2",15,0.857081024930748,0.727788279773157,0.642729617139456,0.244897959183674,2.26115049819663,0.834973626883397,0.857081024930748,1.50077041632536,0.837595917364923,0.727788279773157,1.40676737925005,0.722935424296439,0.642729617139456,0.410116318288409,0.591672778582327,0.244897959183674,155.1,1332.1,1487.2
"233",79,0,0,0,0,0,0,0,0,0,5,20,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,10,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,26,37,50,113,0.230088495575221,0.327433628318584,0.442477876106195,1,0,0,0,0,0,0,0,0,1,0,1,"AF",11,0.749158117315373,0.739644970414201,0.615047479912345,0,1.77379263418977,0.739728984126875,0.749158117315373,1.44396501431179,0.897185907673786,0.739644970414201,1.15179126499042,0.715648150259155,0.615047479912345,0,NA,0,74,1280.8,1354.8
"234",80,0,0,0,0,0,0,0,0,0,0,20,0,0,0,30,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,40,10,0,0,0,0,10,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,100,40,10,150,0.666666666666667,0.266666666666667,0.0666666666666667,1,1,0,0,0,0,0,0,0,0,0,1,"W",11,0.848888888888889,0.72,0.65625,0.5,2.11864924706995,0.88354536209476,0.848888888888889,1.41848366194566,0.881353453268883,0.72,1.2130075659799,0.875,0.65625,0.693147180559945,1,0.5,92.4,770.7,863.1
"235",81,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,20,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,70,5,0,50,55,75,180,0.277777777777778,0.305555555555556,0.416666666666667,1,0,0,0,0,0,1,1,0,0,0,2,"2",12,0.794753086419753,0.74,0.644628099173554,0.124444444444444,1.98903505073885,0.80044658857046,0.794753086419753,1.47080847632211,0.913864688385322,0.74,1.2945451658449,0.8043461359047,0.644628099173554,0.244930026794635,0.353359335021421,0.124444444444444,90.8,1053.4,1144.2
"236",82,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,41,0.48780487804878,0.51219512195122,0,1,1,1,1,1,1,1,1,1,1,1,10,"10",8,0.850684116597264,0.75,0.657596371882086,NA,1.97432844955886,0.949451287754853,0.850684116597264,1.38629436111989,1,0.75,1.1816543399005,0.852383428109684,0.657596371882086,NA,NA,NA,3.7,871.1,874.8
"237",83,0,0,0,0,0,0,0,0,0,1,60,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,25,76,35,136,0.183823529411765,0.558823529411765,0.257352941176471,1,0,0,0,0,0,0,1,0,0,0,1,"A",9,0.736375432525952,0.64,0.354916897506925,0.244897959183674,1.6706275573572,0.760335367895151,0.736375432525952,1.05492016798614,0.960229717860761,0.64,0.689500258372686,0.497369301722967,0.354916897506925,0.410116318288409,0.591672778582327,0.244897959183674,80.6,1495.8,1576.4
"238",84,0,0,0,0,0,0,0,0,0,0,50,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,10,0,0,5,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,30,10,0,35,70,45,150,0.233333333333333,0.466666666666667,0.3,1,0,0,0,1,0,0,0,0,0,1,2,"2",12,0.824444444444444,0.775510204081633,0.459183673469388,0.493827160493827,2.09047787533588,0.841270184340416,0.824444444444444,1.5498260458782,0.962961064794514,0.775510204081633,0.895332665968091,0.64584599856903,0.459183673469388,0.848685557726417,0.77250688571426,0.493827160493827,121.7,1443,1564.7
